WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),vaccine avertable deaths associated with resistance (mean),vaccine avertable deaths associated with resistance (lower),vaccine avertable deaths associated with resistance (upper),vaccine avertable deaths attributable to resistance (mean),vaccine avertable deaths attributable to resistance (lower),vaccine avertable deaths attributable to resistance (upper)
Americas,Bone and joint infections,85 to 89,Klebsiella pneumoniae,9.734276372,2.862669581,22.85781225,2.64539081,0.755424143,6.353374155,0,0,0,0,0,0
Americas,Bone and joint infections,90 to 94,Klebsiella pneumoniae,5.620172849,1.49264416,13.8231793,1.519866102,0.385248195,3.833149063,0,0,0,0,0,0
Americas,Bone and joint infections,95 plus,Klebsiella pneumoniae,2.744970002,0.630612286,7.3140777,0.739684305,0.171679068,1.971691159,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,EN,Klebsiella pneumoniae,9.62540238,0.889738981,31.64093322,2.762640198,0.238701397,9.815100532,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,LN,Klebsiella pneumoniae,2.605811738,0.188021072,9.590673513,0.742446122,0.053071865,3.064871179,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,PN,Klebsiella pneumoniae,2.451248994,0.250505338,8.613624206,0.707073163,0.065096483,2.589038447,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,1 to 4,Klebsiella pneumoniae,1.510432314,0.149925484,5.595473598,0.433289365,0.04068694,1.613078095,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,5 to 9,Klebsiella pneumoniae,2.487059151,0.535711184,7.148744809,0.72340671,0.156047333,2.124837358,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,10 to 14,Klebsiella pneumoniae,4.997314082,0.694585153,15.30914553,1.457382512,0.204752828,4.70572603,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,15 to 19,Klebsiella pneumoniae,4.757921408,0.963946473,14.14276049,1.361043165,0.279016999,4.178677919,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,20 to 24,Klebsiella pneumoniae,2.4593844,0.440785414,6.845081305,0.723415695,0.12179491,2.094776284,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,25 to 29,Klebsiella pneumoniae,2.618718479,0.59476735,6.778306321,0.772680395,0.167761731,1.994472739,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,30 to 34,Klebsiella pneumoniae,2.630362837,0.442752191,7.704911194,0.780980997,0.122338702,2.365807854,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,35 to 39,Klebsiella pneumoniae,3.428905782,0.674196985,9.009877475,1.017848413,0.189617572,2.754062963,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,40 to 44,Klebsiella pneumoniae,4.297141504,0.962212436,11.15875864,1.285284364,0.270941227,3.333958394,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,45 to 49,Klebsiella pneumoniae,6.43819183,1.414247408,16.34479075,1.934136048,0.413747551,5.126778912,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,50 to 54,Klebsiella pneumoniae,5.210713898,1.204066763,13.21799014,1.582019944,0.331170163,4.134070134,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,55 to 59,Klebsiella pneumoniae,6.913546748,1.873997776,16.54271914,2.113787346,0.525383034,5.318111418,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,60 to 64,Klebsiella pneumoniae,8.870340807,2.30629354,20.85619559,2.719049614,0.683380944,6.794681944,4.346466995,1.130083835,10.21953584,1.332334311,0.334856663,3.329394152
Eastern Mediterranean,Bone and joint infections,65 to 69,Klebsiella pneumoniae,10.98782577,3.289364233,24.14857762,3.349712578,0.928777111,7.879845978,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,70 to 74,Klebsiella pneumoniae,12.40419683,3.207798212,30.59844561,3.76016461,0.881877726,9.426057191,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,75 to 79,Klebsiella pneumoniae,11.51789621,2.847617662,27.79641542,3.491707628,0.812099345,8.866491622,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,80 to 84,Klebsiella pneumoniae,13.00388065,3.704162324,28.84196439,3.907640978,1.039405846,9.202765735,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,85 to 89,Klebsiella pneumoniae,9.629182316,2.647793453,21.57529007,2.891156353,0.75970949,6.83578472,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,90 to 94,Klebsiella pneumoniae,4.038943593,1.020438812,9.309781874,1.212681311,0.283784986,2.924839599,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,95 plus,Klebsiella pneumoniae,1.383203009,0.352742932,3.200579136,0.412272444,0.100523408,0.993598069,0,0,0,0,0,0
Europe,Bone and joint infections,EN,Klebsiella pneumoniae,0.012199901,0.000904387,0.052525829,0.003454031,0.000249453,0.014998327,0,0,0,0,0,0
Europe,Bone and joint infections,LN,Klebsiella pneumoniae,0.011339399,0.000939232,0.044636347,0.003224347,0.000257979,0.013284816,0,0,0,0,0,0
Europe,Bone and joint infections,PN,Klebsiella pneumoniae,0.035262061,0.004206063,0.137405929,0.010364431,0.001187125,0.039782606,0,0,0,0,0,0
Europe,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0.053057587,0.005648917,0.221055367,0.015874947,0.001681227,0.061272869,0,0,0,0,0,0
Europe,Bone and joint infections,5 to 9,Klebsiella pneumoniae,0.234383865,0.086575103,0.529218005,0.069935264,0.024663841,0.159371052,0,0,0,0,0,0
Europe,Bone and joint infections,10 to 14,Klebsiella pneumoniae,0.278280889,0.046523809,0.798174215,0.082911093,0.013747513,0.251370426,0,0,0,0,0,0
Europe,Bone and joint infections,15 to 19,Klebsiella pneumoniae,0.175694899,0.036000581,0.510244831,0.052404123,0.010581343,0.154311675,0,0,0,0,0,0
Europe,Bone and joint infections,20 to 24,Klebsiella pneumoniae,0.353620851,0.061980789,1.067669212,0.105816058,0.01765714,0.326249583,0,0,0,0,0,0
Europe,Bone and joint infections,25 to 29,Klebsiella pneumoniae,0.665382707,0.129346097,1.87105366,0.202448551,0.038729529,0.576136351,0,0,0,0,0,0
Europe,Bone and joint infections,30 to 34,Klebsiella pneumoniae,1.339443385,0.211214393,4.184432252,0.413752046,0.061896973,1.34588578,0,0,0,0,0,0
Europe,Bone and joint infections,35 to 39,Klebsiella pneumoniae,1.819721543,0.331905733,5.187158439,0.561550358,0.099006221,1.671952668,0,0,0,0,0,0
Europe,Bone and joint infections,40 to 44,Klebsiella pneumoniae,2.845839594,0.611303358,7.70288344,0.870655159,0.177413844,2.428378335,0,0,0,0,0,0
Europe,Bone and joint infections,45 to 49,Klebsiella pneumoniae,4.321684498,0.938973581,11.50572898,1.312866016,0.276204711,3.557443886,0,0,0,0,0,0
Europe,Bone and joint infections,50 to 54,Klebsiella pneumoniae,4.412321546,1.093977117,11.01525536,1.326266472,0.306717905,3.418752954,0,0,0,0,0,0
Europe,Bone and joint infections,55 to 59,Klebsiella pneumoniae,6.508855534,1.991711159,15.1721812,1.967402457,0.570026297,4.744265455,0,0,0,0,0,0
Europe,Bone and joint infections,60 to 64,Klebsiella pneumoniae,8.915319353,2.652771347,20.55118246,2.700771975,0.76652533,6.470722131,4.368506483,1.29985796,10.0700794,1.323378268,0.375597412,3.170653844
Europe,Bone and joint infections,65 to 69,Klebsiella pneumoniae,9.971862612,3.402748308,21.36885767,2.986287756,0.94439041,6.593384851,0,0,0,0,0,0
Europe,Bone and joint infections,70 to 74,Klebsiella pneumoniae,10.37884238,2.971228775,24.57205507,3.037027952,0.845152948,7.416977553,0,0,0,0,0,0
Europe,Bone and joint infections,75 to 79,Klebsiella pneumoniae,10.85640615,3.124944136,25.27900457,3.096784136,0.86399979,7.482043793,0,0,0,0,0,0
Europe,Bone and joint infections,80 to 84,Klebsiella pneumoniae,12.69839699,4.103417556,28.87989562,3.608928228,1.106712543,8.12175059,0,0,0,0,0,0
Europe,Bone and joint infections,85 to 89,Klebsiella pneumoniae,10.81716476,3.447529325,24.71919689,2.992287748,0.913372617,6.892262635,0,0,0,0,0,0
Europe,Bone and joint infections,90 to 94,Klebsiella pneumoniae,6.574514748,1.813264385,16.02787832,1.802609146,0.479585409,4.395203416,0,0,0,0,0,0
Europe,Bone and joint infections,95 plus,Klebsiella pneumoniae,2.332338903,0.572715094,6.221169769,0.624033412,0.151479024,1.714120563,0,0,0,0,0,0
South-East Asia,Bone and joint infections,EN,Klebsiella pneumoniae,1.180807456,0.095141216,4.457383518,0.424437794,0.034576729,1.644997279,0,0,0,0,0,0
South-East Asia,Bone and joint infections,LN,Klebsiella pneumoniae,0.844948231,0.061881184,3.365671924,0.294049551,0.020798756,1.185665336,0,0,0,0,0,0
South-East Asia,Bone and joint infections,PN,Klebsiella pneumoniae,1.669643453,0.156785117,6.145988373,0.590775123,0.058904377,2.212131513,0,0,0,0,0,0
South-East Asia,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0.930668825,0.092987779,3.654956596,0.328121878,0.033318928,1.315800932,0,0,0,0,0,0
South-East Asia,Bone and joint infections,5 to 9,Klebsiella pneumoniae,2.32087364,0.559902633,6.300669224,0.804352401,0.192625233,2.245306938,0,0,0,0,0,0
South-East Asia,Bone and joint infections,10 to 14,Klebsiella pneumoniae,6.756947507,0.904829604,20.77571375,2.37445695,0.334403375,7.499051701,0,0,0,0,0,0
South-East Asia,Bone and joint infections,15 to 19,Klebsiella pneumoniae,4.871078907,1.034315801,14.85427902,1.703479982,0.352338969,5.279851618,0,0,0,0,0,0
South-East Asia,Bone and joint infections,20 to 24,Klebsiella pneumoniae,3.495283238,0.64026811,10.03323063,1.228891664,0.219945428,3.495394816,0,0,0,0,0,0
South-East Asia,Bone and joint infections,25 to 29,Klebsiella pneumoniae,3.71350395,0.794726798,9.844054044,1.309027768,0.271422077,3.42251206,0,0,0,0,0,0
South-East Asia,Bone and joint infections,30 to 34,Klebsiella pneumoniae,4.145931048,0.675550054,12.16125377,1.464151286,0.231017325,4.44012337,0,0,0,0,0,0
South-East Asia,Bone and joint infections,35 to 39,Klebsiella pneumoniae,5.917102924,1.088178741,16.22194026,2.086162013,0.370563556,5.848736273,0,0,0,0,0,0
South-East Asia,Bone and joint infections,40 to 44,Klebsiella pneumoniae,8.143103067,1.682668538,21.79388005,2.864265402,0.57458158,7.723337708,0,0,0,0,0,0
South-East Asia,Bone and joint infections,45 to 49,Klebsiella pneumoniae,13.20548818,2.681554315,34.19954924,4.629474343,0.934863224,12.21517662,0,0,0,0,0,0
South-East Asia,Bone and joint infections,50 to 54,Klebsiella pneumoniae,12.19240549,2.637530802,32.29841308,4.261947115,0.85992255,11.21956329,0,0,0,0,0,0
South-East Asia,Bone and joint infections,55 to 59,Klebsiella pneumoniae,20.66380966,5.584796298,50.10352579,7.27491461,1.84758404,17.43427014,0,0,0,0,0,0
South-East Asia,Bone and joint infections,60 to 64,Klebsiella pneumoniae,32.19604108,8.799875669,75.23837,11.40795161,2.925394283,27.08898155,15.77606013,4.311939078,36.8668013,5.589896291,1.433443199,13.27360096
South-East Asia,Bone and joint infections,65 to 69,Klebsiella pneumoniae,49.05714992,14.85898213,106.5053857,17.54658662,5.1786129,38.82044346,0,0,0,0,0,0
South-East Asia,Bone and joint infections,70 to 74,Klebsiella pneumoniae,59.9982363,15.23764938,143.844509,21.50285487,5.48873097,53.28873251,0,0,0,0,0,0
South-East Asia,Bone and joint infections,75 to 79,Klebsiella pneumoniae,61.16212795,14.90069751,147.7263497,21.97074213,5.312616886,54.05484952,0,0,0,0,0,0
South-East Asia,Bone and joint infections,80 to 84,Klebsiella pneumoniae,68.66335715,19.27596516,154.0286048,24.68245035,6.92815331,56.72706086,0,0,0,0,0,0
South-East Asia,Bone and joint infections,85 to 89,Klebsiella pneumoniae,45.11097836,12.65145822,104.4193363,16.13210791,4.514239205,38.4798265,0,0,0,0,0,0
South-East Asia,Bone and joint infections,90 to 94,Klebsiella pneumoniae,19.21961171,4.863316221,46.36911309,6.872274985,1.742830526,16.98510414,0,0,0,0,0,0
South-East Asia,Bone and joint infections,95 plus,Klebsiella pneumoniae,4.083615645,0.914167116,10.43426585,1.439917562,0.325175264,3.598427229,0,0,0,0,0,0
Western Pacific,Bone and joint infections,EN,Klebsiella pneumoniae,0.059584257,0.005348654,0.217280806,0.017467881,0.00162241,0.066994493,0,0,0,0,0,0
Western Pacific,Bone and joint infections,LN,Klebsiella pneumoniae,0.06047972,0.005218785,0.229676998,0.017797377,0.001486187,0.066994596,0,0,0,0,0,0
Western Pacific,Bone and joint infections,PN,Klebsiella pneumoniae,0.235436977,0.027042579,0.874218232,0.067756996,0.007640006,0.244035071,0,0,0,0,0,0
Western Pacific,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0.214516376,0.023428148,0.816403093,0.062466271,0.006751873,0.227865872,0,0,0,0,0,0
Western Pacific,Bone and joint infections,5 to 9,Klebsiella pneumoniae,0.848394839,0.32190941,1.843428074,0.246082673,0.08558755,0.554167132,0,0,0,0,0,0
Western Pacific,Bone and joint infections,10 to 14,Klebsiella pneumoniae,1.029154691,0.192988149,2.760494989,0.302439118,0.053427589,0.859597379,0,0,0,0,0,0
Western Pacific,Bone and joint infections,15 to 19,Klebsiella pneumoniae,0.651769864,0.149811487,1.916052867,0.193501861,0.0432701,0.59176788,0,0,0,0,0,0
Western Pacific,Bone and joint infections,20 to 24,Klebsiella pneumoniae,0.939959339,0.178136503,2.69209605,0.274160796,0.048807579,0.803815905,0,0,0,0,0,0
Western Pacific,Bone and joint infections,25 to 29,Klebsiella pneumoniae,1.404795905,0.288566079,3.766893915,0.404608023,0.07908051,1.110733636,0,0,0,0,0,0
Western Pacific,Bone and joint infections,30 to 34,Klebsiella pneumoniae,2.420072966,0.374494796,7.453703502,0.68412769,0.099425825,2.14631799,0,0,0,0,0,0
Western Pacific,Bone and joint infections,35 to 39,Klebsiella pneumoniae,2.968008875,0.555664454,8.197346879,0.844038312,0.141716257,2.472244034,0,0,0,0,0,0
Western Pacific,Bone and joint infections,40 to 44,Klebsiella pneumoniae,4.955892661,1.076508012,13.04762831,1.402950226,0.275224313,3.688187046,0,0,0,0,0,0
Western Pacific,Bone and joint infections,45 to 49,Klebsiella pneumoniae,8.663516441,1.930115515,22.83473406,2.455878152,0.500258339,6.482713395,0,0,0,0,0,0
Western Pacific,Bone and joint infections,50 to 54,Klebsiella pneumoniae,9.243080617,2.383442985,22.71431359,2.613352245,0.610738193,6.858340121,0,0,0,0,0,0
Western Pacific,Bone and joint infections,55 to 59,Klebsiella pneumoniae,11.07112831,3.439129962,24.66658352,3.157871691,0.900767351,7.840933736,0,0,0,0,0,0
Western Pacific,Bone and joint infections,60 to 64,Klebsiella pneumoniae,13.72282032,4.178269174,30.52591214,3.917487435,1.120821576,9.638988812,6.724181958,2.047351895,14.95769695,1.919568843,0.549202572,4.723104518
Western Pacific,Bone and joint infections,65 to 69,Klebsiella pneumoniae,17.41325608,5.875455981,37.7289884,4.921567011,1.517250443,11.50293947,0,0,0,0,0,0
Western Pacific,Bone and joint infections,70 to 74,Klebsiella pneumoniae,19.59181628,5.464692191,46.1224631,5.492471857,1.422051371,13.85216405,0,0,0,0,0,0
Western Pacific,Bone and joint infections,75 to 79,Klebsiella pneumoniae,18.40037548,5.22535774,43.36954177,5.144417547,1.369224444,13.11714445,0,0,0,0,0,0
Western Pacific,Bone and joint infections,80 to 84,Klebsiella pneumoniae,19.33956215,5.994217358,44.48967795,5.422221845,1.550046908,13.02790659,0,0,0,0,0,0
Western Pacific,Bone and joint infections,85 to 89,Klebsiella pneumoniae,15.52707591,4.724099087,35.90655544,4.36860807,1.250564667,10.56537821,0,0,0,0,0,0
Western Pacific,Bone and joint infections,90 to 94,Klebsiella pneumoniae,5.774277118,1.615691519,14.33447353,1.620352831,0.423035019,4.110934051,0,0,0,0,0,0
Western Pacific,Bone and joint infections,95 plus,Klebsiella pneumoniae,1.776564245,0.424276239,4.840721948,0.494478313,0.114266721,1.401919686,0,0,0,0,0,0
Africa,BSI,EN,Klebsiella pneumoniae,19129.34396,12610.63483,28484.06239,5222.366608,3082.664512,8282.184379,0,0,0,0,0,0
Africa,BSI,LN,Klebsiella pneumoniae,7319.268445,5426.565933,9665.376297,2009.208204,1285.189474,2969.960193,0,0,0,0,0,0
Africa,BSI,PN,Klebsiella pneumoniae,4893.501041,2829.399022,7602.18969,1324.138837,690.71383,2266.913504,0,0,0,0,0,0
Africa,BSI,1 to 4,Klebsiella pneumoniae,3254.545449,1629.688628,5610.720329,891.3849702,411.9938771,1616.662337,0,0,0,0,0,0
Africa,BSI,5 to 9,Klebsiella pneumoniae,490.1957032,261.7208248,811.3850432,133.1541202,64.16405504,230.9431047,0,0,0,0,0,0
Africa,BSI,10 to 14,Klebsiella pneumoniae,372.7516474,213.5072196,595.1697164,100.9397423,51.89172878,171.0290121,0,0,0,0,0,0
Africa,BSI,15 to 19,Klebsiella pneumoniae,568.8907171,337.7300407,880.357563,153.4298511,83.50649448,254.2587174,0,0,0,0,0,0
Africa,BSI,20 to 24,Klebsiella pneumoniae,470.4035691,288.329234,727.8043956,126.8233934,70.66137453,209.0272912,0,0,0,0,0,0
Africa,BSI,25 to 29,Klebsiella pneumoniae,425.241632,263.4280291,657.125577,114.8511763,64.47864038,188.7398142,0,0,0,0,0,0
Africa,BSI,30 to 34,Klebsiella pneumoniae,451.3178258,276.6077757,708.9664206,122.0918708,68.33820732,204.6318976,0,0,0,0,0,0
Africa,BSI,35 to 39,Klebsiella pneumoniae,535.6716422,304.4752605,860.5113099,144.901672,76.3918804,247.7498976,0,0,0,0,0,0
Africa,BSI,40 to 44,Klebsiella pneumoniae,648.926439,369.728327,1027.869668,175.3921983,91.50443472,303.6741192,0,0,0,0,0,0
Africa,BSI,45 to 49,Klebsiella pneumoniae,806.6546317,429.7429452,1317.203195,218.0393093,108.7498599,380.214342,0,0,0,0,0,0
Africa,BSI,50 to 54,Klebsiella pneumoniae,1240.6426,688.1625594,1960.715206,335.21766,170.5584747,571.6759304,0,0,0,0,0,0
Africa,BSI,55 to 59,Klebsiella pneumoniae,1542.660818,859.4301314,2456.891178,417.1084668,213.2343298,722.4987389,0,0,0,0,0,0
Africa,BSI,60 to 64,Klebsiella pneumoniae,1879.580565,1037.789958,3058.079152,508.4809243,254.3453705,887.4182818,920.994477,508.5170795,1498.458785,249.1556529,124.6292315,434.8349581
Africa,BSI,65 to 69,Klebsiella pneumoniae,2179.44796,1251.704268,3392.087127,590.3218627,308.7996092,992.3903936,0,0,0,0,0,0
Africa,BSI,70 to 74,Klebsiella pneumoniae,2484.341882,1224.558602,4324.838307,673.8055051,307.0947685,1253.437813,0,0,0,0,0,0
Africa,BSI,75 to 79,Klebsiella pneumoniae,2547.201917,1222.006285,4417.421474,694.6054495,312.0466054,1274.080247,0,0,0,0,0,0
Africa,BSI,80 to 84,Klebsiella pneumoniae,2177.985828,1112.569349,3679.30785,594.4704067,278.0678473,1058.151615,0,0,0,0,0,0
Africa,BSI,85 to 89,Klebsiella pneumoniae,1512.541387,753.4305464,2606.82367,413.8205333,191.4921815,748.8920962,0,0,0,0,0,0
Africa,BSI,90 to 94,Klebsiella pneumoniae,653.3154178,301.9502341,1194.616036,178.9000269,77.16603298,342.0527594,0,0,0,0,0,0
Africa,BSI,95 plus,Klebsiella pneumoniae,209.666811,95.87754088,390.3644973,57.46463247,24.20378319,110.9330979,0,0,0,0,0,0
Americas,BSI,EN,Klebsiella pneumoniae,1285.960633,880.5270938,1862.937815,354.1779052,222.8999764,536.2268039,0,0,0,0,0,0
Americas,BSI,LN,Klebsiella pneumoniae,797.7503171,558.2941588,1092.564366,218.8550089,139.3578126,319.4951307,0,0,0,0,0,0
Americas,BSI,PN,Klebsiella pneumoniae,877.2551355,554.4419785,1302.781204,247.4764555,146.9486598,387.4232399,0,0,0,0,0,0
Americas,BSI,1 to 4,Klebsiella pneumoniae,170.0122964,79.94427288,295.5852987,46.80836626,21.33123665,85.3935279,0,0,0,0,0,0
Americas,BSI,5 to 9,Klebsiella pneumoniae,62.6813703,29.10663128,108.0427156,17.31932073,7.970627821,31.21097625,0,0,0,0,0,0
Americas,BSI,10 to 14,Klebsiella pneumoniae,61.9450965,31.92562446,99.79128789,17.12729905,8.525105084,30.53537633,0,0,0,0,0,0
Americas,BSI,15 to 19,Klebsiella pneumoniae,98.95174692,47.92011356,166.6872122,27.32515548,13.21768077,49.89607567,0,0,0,0,0,0
Americas,BSI,20 to 24,Klebsiella pneumoniae,127.4772712,61.33265791,217.9752614,35.11100758,16.60920706,65.39493991,0,0,0,0,0,0
Americas,BSI,25 to 29,Klebsiella pneumoniae,141.8997834,70.76217496,241.5025073,38.9136151,18.62788864,71.64258409,0,0,0,0,0,0
Americas,BSI,30 to 34,Klebsiella pneumoniae,169.2965981,78.99086668,301.2746317,46.43698337,21.07488799,87.59530915,0,0,0,0,0,0
Americas,BSI,35 to 39,Klebsiella pneumoniae,220.8990299,104.2947947,386.2101177,60.70765683,27.56730572,115.0601792,0,0,0,0,0,0
Americas,BSI,40 to 44,Klebsiella pneumoniae,290.2326842,145.5082625,483.444823,79.72183392,38.51505805,143.7570169,0,0,0,0,0,0
Americas,BSI,45 to 49,Klebsiella pneumoniae,422.0389259,200.2521724,720.079585,115.7093791,53.4315749,216.4494057,0,0,0,0,0,0
Americas,BSI,50 to 54,Klebsiella pneumoniae,869.6427573,459.4893624,1400.740482,238.0210967,121.2626079,420.05388,0,0,0,0,0,0
Americas,BSI,55 to 59,Klebsiella pneumoniae,1274.311432,694.2610679,2084.934029,347.6984409,177.4306638,581.2681421,0,0,0,0,0,0
Americas,BSI,60 to 64,Klebsiella pneumoniae,1671.392803,904.4473925,2719.841675,455.4376638,234.3724389,768.8653174,818.9824737,443.1792223,1332.722421,223.1644553,114.8424951,376.7440055
Americas,BSI,65 to 69,Klebsiella pneumoniae,1978.552808,1165.186882,3047.477884,539.5619616,298.0210003,875.0419143,0,0,0,0,0,0
Americas,BSI,70 to 74,Klebsiella pneumoniae,2567.970131,1290.482232,4530.498948,699.2441035,331.2780756,1252.166615,0,0,0,0,0,0
Americas,BSI,75 to 79,Klebsiella pneumoniae,2439.184254,1248.548604,4213.401759,665.9663234,324.6407696,1180.45163,0,0,0,0,0,0
Americas,BSI,80 to 84,Klebsiella pneumoniae,2342.552295,1254.54128,3872.124724,639.5102245,318.4011747,1101.336116,0,0,0,0,0,0
Americas,BSI,85 to 89,Klebsiella pneumoniae,1995.331588,1011.367413,3421.408916,543.7523548,258.0767289,961.2511198,0,0,0,0,0,0
Americas,BSI,90 to 94,Klebsiella pneumoniae,1171.701109,547.2787653,2172.148638,317.5654118,135.0788416,598.9937097,0,0,0,0,0,0
Americas,BSI,95 plus,Klebsiella pneumoniae,573.3242031,243.5290817,1151.521392,154.7011233,62.80754476,307.1006836,0,0,0,0,0,0
Eastern Mediterranean,BSI,EN,Klebsiella pneumoniae,6201.942931,3497.587353,10330.25321,1907.210905,1052.455536,3258.842548,0,0,0,0,0,0
Eastern Mediterranean,BSI,LN,Klebsiella pneumoniae,3207.293439,2132.070859,4549.869804,980.710583,622.3046864,1453.769626,0,0,0,0,0,0
Eastern Mediterranean,BSI,PN,Klebsiella pneumoniae,1664.676606,922.152662,2737.237953,500.1227056,261.022911,842.5474589,0,0,0,0,0,0
Eastern Mediterranean,BSI,1 to 4,Klebsiella pneumoniae,670.3518683,339.2434361,1139.19314,203.7903923,103.5080028,346.6586617,0,0,0,0,0,0
Eastern Mediterranean,BSI,5 to 9,Klebsiella pneumoniae,222.5659387,109.4153592,379.6438791,68.31665007,32.22214645,120.6054784,0,0,0,0,0,0
Eastern Mediterranean,BSI,10 to 14,Klebsiella pneumoniae,166.18437,86.96606606,274.3808217,50.83589583,26.12868393,87.1505041,0,0,0,0,0,0
Eastern Mediterranean,BSI,15 to 19,Klebsiella pneumoniae,229.7104639,123.3870422,374.4821297,70.12479939,36.7732941,121.519872,0,0,0,0,0,0
Eastern Mediterranean,BSI,20 to 24,Klebsiella pneumoniae,208.0926236,108.9471242,351.472817,63.39463811,32.82685673,112.4533423,0,0,0,0,0,0
Eastern Mediterranean,BSI,25 to 29,Klebsiella pneumoniae,178.8856248,95.04637392,298.7538746,54.32666078,27.45037391,95.72701506,0,0,0,0,0,0
Eastern Mediterranean,BSI,30 to 34,Klebsiella pneumoniae,188.2441935,95.79263683,334.4002692,57.11795107,27.83628161,103.8678781,0,0,0,0,0,0
Eastern Mediterranean,BSI,35 to 39,Klebsiella pneumoniae,233.9527511,117.3953341,404.8010343,70.99881142,33.82114202,130.1230539,0,0,0,0,0,0
Eastern Mediterranean,BSI,40 to 44,Klebsiella pneumoniae,292.1042215,150.3245056,493.3102492,88.78913371,43.89970687,154.9807135,0,0,0,0,0,0
Eastern Mediterranean,BSI,45 to 49,Klebsiella pneumoniae,414.5797478,194.8754682,724.2394019,126.5733441,58.5178878,230.9740935,0,0,0,0,0,0
Eastern Mediterranean,BSI,50 to 54,Klebsiella pneumoniae,864.4389028,456.6437892,1412.932343,267.9073081,136.7741866,455.6736691,0,0,0,0,0,0
Eastern Mediterranean,BSI,55 to 59,Klebsiella pneumoniae,1117.568126,601.1626383,1795.098362,347.9896602,185.4581109,597.1477625,0,0,0,0,0,0
Eastern Mediterranean,BSI,60 to 64,Klebsiella pneumoniae,1437.459226,778.0257747,2347.167657,447.941073,240.5992369,764.8250477,704.3550208,381.2326296,1150.112152,219.4911258,117.8936261,374.7642734
Eastern Mediterranean,BSI,65 to 69,Klebsiella pneumoniae,1627.649624,942.9698132,2530.642819,505.2164688,282.5387343,811.8033118,0,0,0,0,0,0
Eastern Mediterranean,BSI,70 to 74,Klebsiella pneumoniae,1883.103221,938.7647202,3339.878666,582.4080021,286.9232096,1051.363116,0,0,0,0,0,0
Eastern Mediterranean,BSI,75 to 79,Klebsiella pneumoniae,1695.550611,840.8012792,2933.183475,521.5573208,252.618771,922.7171272,0,0,0,0,0,0
Eastern Mediterranean,BSI,80 to 84,Klebsiella pneumoniae,1394.284271,731.3482068,2334.845686,426.6661344,218.2604128,738.3605715,0,0,0,0,0,0
Eastern Mediterranean,BSI,85 to 89,Klebsiella pneumoniae,924.8944959,466.2293438,1585.772294,282.0733813,138.7782721,497.4696956,0,0,0,0,0,0
Eastern Mediterranean,BSI,90 to 94,Klebsiella pneumoniae,402.2451062,187.5360424,728.7954735,122.0077827,55.48295046,227.8830192,0,0,0,0,0,0
Eastern Mediterranean,BSI,95 plus,Klebsiella pneumoniae,128.0330787,56.87478012,245.3435772,38.63936121,17.1237729,75.07881219,0,0,0,0,0,0
Europe,BSI,EN,Klebsiella pneumoniae,332.5387666,207.3846897,542.8452663,98.26902912,57.14281372,158.8420612,0,0,0,0,0,0
Europe,BSI,LN,Klebsiella pneumoniae,259.1289979,175.4563924,378.6569346,75.95632517,47.30573937,114.4866382,0,0,0,0,0,0
Europe,BSI,PN,Klebsiella pneumoniae,233.6974672,144.6521031,358.2242626,69.16991844,40.23889475,110.9061769,0,0,0,0,0,0
Europe,BSI,1 to 4,Klebsiella pneumoniae,82.95908339,39.34229848,149.2198904,24.68071443,11.27441656,46.18701239,0,0,0,0,0,0
Europe,BSI,5 to 9,Klebsiella pneumoniae,33.23141599,15.46519507,59.02543465,9.747408692,4.444820014,18.33817274,0,0,0,0,0,0
Europe,BSI,10 to 14,Klebsiella pneumoniae,31.02583806,15.25207546,53.28430728,9.077897959,4.277676444,16.12029509,0,0,0,0,0,0
