WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,vaccine_avertable_deaths_associated_with_resistance_.mean.,vaccine_avertable_deaths_associated_with_resistance_.lower.,vaccine_avertable_deaths_associated_with_resistance_.upper.,vaccine_avertable_deaths_attributable_to_resistance_.mean.,vaccine_avertable_deaths_attributable_to_resistance_.lower.,vaccine_avertable_deaths_attributable_to_resistance_.upper.
Eastern Mediterranean,Cardiac infections,95 plus,Enterococcus faecium,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Escherichia coli,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Group A Streptococcus,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Non-typhoidal Salmonella,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Pseudomonas aeruginosa,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Salmonella Typhi,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Staphylococcus aureus,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Cardiac infections,95 plus,Streptococcus pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,EN,Escherichia coli,11000,4000,28000,3000,1000,8000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,EN,Haemophilus influenzae,3000,1000,9000,1000,0,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,EN,Klebsiella pneumoniae,12000,4000,33000,4000,1000,10000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,EN,Staphylococcus aureus,8000,3000,21000,2000,1000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,EN,Streptococcus pneumoniae,15000,5000,39000,3000,1000,9000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,LN,Escherichia coli,10000,5000,18000,3000,1000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,LN,Haemophilus influenzae,3000,2000,6000,1000,0,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,LN,Klebsiella pneumoniae,12000,6000,22000,3000,2000,7000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,LN,Staphylococcus aureus,8000,4000,13000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,LN,Streptococcus pneumoniae,14000,8000,24000,3000,2000,6000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,PN,Escherichia coli,70000,40000,116000,20000,11000,33000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,PN,Haemophilus influenzae,49911.5786360618,28520.9020777496,78432.4807138114,10695.3382791561,3565.1127597187,21390.6765583122,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,34532.5734688253,19732.899125043,54265.4725938682,7399.83717189112,2466.61239063037,14799.6743437822
Eastern Mediterranean,CNS infections,PN,Klebsiella pneumoniae,79000,45000,132000,24000,13000,40000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,37903.5416666667,21590.625,63332.5,11515,6237.29166666667,19191.6666666667
Eastern Mediterranean,CNS infections,PN,Staphylococcus aureus,33000,19000,53000,8000,4000,14000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,13571.25,7813.75,21796.25,3290,1645,5757.5
Eastern Mediterranean,CNS infections,PN,Streptococcus pneumoniae,127054.698550374,77926.8817775628,203287.517680599,28799.0650047515,15246.5638260449,47433.754125473,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,68371.3096574201,41934.403256551,109394.095451872,15497.4968556819,8204.5571588904,25525.2889387702
Eastern Mediterranean,CNS infections,1 to 4,Escherichia coli,61000,38000,94000,17000,10000,29000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,1 to 4,Haemophilus influenzae,45479.0925628977,31835.3647940284,68218.6388443465,9095.81851257954,4547.90925628977,18191.6370251591,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,36838.0649759471,25786.645483163,55257.0974639207,7367.61299518942,3683.80649759471,14735.2259903788
Eastern Mediterranean,CNS infections,1 to 4,Klebsiella pneumoniae,69000,42000,108000,21000,12000,34000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,33810,20580,52920,10290,5880,16660
Eastern Mediterranean,CNS infections,1 to 4,Staphylococcus aureus,29000,19000,42000,7000,4000,12000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,3337.78846153846,2186.82692307692,4834.03846153846,805.673076923077,460.384615384615,1381.15384615385
Eastern Mediterranean,CNS infections,1 to 4,Streptococcus pneumoniae,111158.48078871,76535.3474282924,162182.045740905,25511.7824760975,14578.1614149128,40089.9438910103,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,21210.9620312688,14604.2689395621,30947.1413243103,4868.08964652072,2781.76551229755,7649.85515881827
Eastern Mediterranean,CNS infections,5 to 9,Escherichia coli,11000,7000,18000,3000,2000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,5 to 9,Haemophilus influenzae,2000,1000,2000,0,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,68.5384615384615,34.2692307692308,68.5384615384615,0,0,34.2692307692308
Eastern Mediterranean,CNS infections,5 to 9,Klebsiella pneumoniae,19000,12000,31000,6000,3000,9000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,179.038461538462,113.076923076923,292.115384615385,56.5384615384615,28.2692307692308,84.8076923076923
Eastern Mediterranean,CNS infections,5 to 9,Staphylococcus aureus,13000,8000,19000,3000,2000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,5 to 9,Streptococcus pneumoniae,22000,14000,32000,5000,3000,8000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,10 to 14,Escherichia coli,7000,5000,11000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,10 to 14,Haemophilus influenzae,1000,1000,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,10 to 14,Klebsiella pneumoniae,12000,8000,18000,4000,2000,6000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,10 to 14,Staphylococcus aureus,8000,5000,12000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,10 to 14,Streptococcus pneumoniae,14000,9000,20000,3000,2000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,15 to 19,Escherichia coli,6000,4000,10000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,15 to 19,Haemophilus influenzae,1000,1000,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,15 to 19,Klebsiella pneumoniae,11000,7000,17000,3000,2000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,15 to 19,Staphylococcus aureus,7000,5000,11000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,15 to 19,Streptococcus pneumoniae,13000,9000,19000,3000,2000,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,20 to 24,Escherichia coli,5000,3000,7000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,20 to 24,Haemophilus influenzae,1000,1000,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,20 to 24,Klebsiella pneumoniae,8000,5000,13000,2000,1000,4000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,20 to 24,Staphylococcus aureus,5000,4000,8000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,20 to 24,Streptococcus pneumoniae,9000,6000,14000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,25 to 29,Escherichia coli,4000,2000,5000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,25 to 29,Haemophilus influenzae,1000,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,25 to 29,Klebsiella pneumoniae,6000,4000,9000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,25 to 29,Staphylococcus aureus,4000,3000,6000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,25 to 29,Streptococcus pneumoniae,7000,5000,10000,2000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,30 to 34,Escherichia coli,3000,2000,5000,1000,1000,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,30 to 34,Haemophilus influenzae,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,30 to 34,Klebsiella pneumoniae,5000,3000,8000,2000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,30 to 34,Staphylococcus aureus,3000,2000,5000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,30 to 34,Streptococcus pneumoniae,6000,4000,9000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,35 to 39,Escherichia coli,3000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,35 to 39,Haemophilus influenzae,1000,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,35 to 39,Klebsiella pneumoniae,5000,3000,7000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,35 to 39,Staphylococcus aureus,3000,2000,5000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,35 to 39,Streptococcus pneumoniae,6000,4000,9000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,40 to 44,Escherichia coli,3000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,40 to 44,Haemophilus influenzae,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,40 to 44,Klebsiella pneumoniae,4000,3000,7000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,40 to 44,Staphylococcus aureus,3000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,40 to 44,Streptococcus pneumoniae,6000,4000,8000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,45 to 49,Escherichia coli,3000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,45 to 49,Haemophilus influenzae,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,45 to 49,Klebsiella pneumoniae,5000,3000,7000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,45 to 49,Staphylococcus aureus,3000,2000,5000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,45 to 49,Streptococcus pneumoniae,6000,4000,9000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,50 to 54,Escherichia coli,3000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,50 to 54,Haemophilus influenzae,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,50 to 54,Klebsiella pneumoniae,4000,3000,6000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,50 to 54,Staphylococcus aureus,3000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,50 to 54,Streptococcus pneumoniae,6000,4000,9000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,55 to 59,Escherichia coli,2000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,55 to 59,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,55 to 59,Klebsiella pneumoniae,3000,2000,5000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,55 to 59,Staphylococcus aureus,2000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,55 to 59,Streptococcus pneumoniae,5000,3000,7000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,60 to 64,Escherichia coli,2000,1000,3000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,60 to 64,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,60 to 64,Klebsiella pneumoniae,3000,2000,5000,1000,1000,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,1470,980,2450,490,490,490
Eastern Mediterranean,CNS infections,60 to 64,Staphylococcus aureus,2000,1000,3000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,336,168,504,168,0,168
Eastern Mediterranean,CNS infections,60 to 64,Streptococcus pneumoniae,4000,3000,7000,1000,1000,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,65 to 69,Escherichia coli,2000,1000,2000,0,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,65 to 69,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,65 to 69,Klebsiella pneumoniae,2000,1000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,65 to 69,Staphylococcus aureus,2000,1000,2000,0,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,65 to 69,Streptococcus pneumoniae,3000,2000,5000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,70 to 74,Escherichia coli,1000,1000,2000,0,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,70 to 74,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,70 to 74,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,70 to 74,Staphylococcus aureus,1000,1000,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,70 to 74,Streptococcus pneumoniae,2000,2000,4000,1000,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,75 to 79,Escherichia coli,1000,1000,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,75 to 79,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,75 to 79,Klebsiella pneumoniae,1000,1000,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,75 to 79,Staphylococcus aureus,1000,1000,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,75 to 79,Streptococcus pneumoniae,2000,1000,2000,0,0,1000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,80 to 84,Escherichia coli,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,80 to 84,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,80 to 84,Klebsiella pneumoniae,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,80 to 84,Staphylococcus aureus,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,80 to 84,Streptococcus pneumoniae,1000,1000,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,85 to 89,Escherichia coli,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,85 to 89,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,85 to 89,Klebsiella pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,85 to 89,Staphylococcus aureus,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,85 to 89,Streptococcus pneumoniae,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,90 to 94,Escherichia coli,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,90 to 94,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,90 to 94,Staphylococcus aureus,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,90 to 94,Streptococcus pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,95 plus,Escherichia coli,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,95 plus,Haemophilus influenzae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,95 plus,Staphylococcus aureus,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,CNS infections,95 plus,Streptococcus pneumoniae,0,0,0,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,EN,Escherichia coli,10000,5000,21000,3000,1000,6000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,EN,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,EN,Shigella spp.,4000,1000,10000,1000,0,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,LN,Escherichia coli,22000,10000,41000,6000,3000,12000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,LN,Non-typhoidal Salmonella,1000,0,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,LN,Shigella spp.,8000,3000,19000,2000,0,5000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,PN,Escherichia coli,177000,83000,342000,50000,23000,100000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,PN,Non-typhoidal Salmonella,4000,0,17000,1000,0,4000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,2193.33333333333,0,9321.66666666667,548.333333333333,0,2193.33333333333
Eastern Mediterranean,Diarrhoea,PN,Shigella spp.,71000,23000,160000,15000,2000,40000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,29198.75,9458.75,65800,6168.75,822.5,16450
Eastern Mediterranean,Diarrhoea,1 to 4,Escherichia coli,94000,41000,183000,26000,11000,52000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,1 to 4,Non-typhoidal Salmonella,3000,0,13000,0,0,2000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,1680,0,7280,0,0,1120
Eastern Mediterranean,Diarrhoea,1 to 4,Shigella spp.,56000,18000,117000,11000,1000,31000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,23520,7560,49140,4620,420,13020
Eastern Mediterranean,Diarrhoea,5 to 9,Escherichia coli,14000,5000,32000,4000,1000,9000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
Eastern Mediterranean,Diarrhoea,5 to 9,Non-typhoidal Salmonella,0,0,2000,0,0,0,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,21.5384615384615,0,0,0
Eastern Mediterranean,Diarrhoea,5 to 9,Shigella spp.,10000,3000,26000,2000,0,6000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,80.7692307692308,24.2307692307692,210,16.1538461538462,0,48.4615384615385
Eastern Mediterranean,Diarrhoea,10 to 14,Escherichia coli,6000,2000,14000,2000,1000,3000,0.853799511286263,0.838837359009043,0.785338072281253,0.777989575579583,0,0,0,0,0,0
