WHO_region,Disease_presentation,Age_group,Pathogen,associated with susceptible (mean),associated with susceptible (lower),associated with susceptible (upper),associated with resistance (mean),associated with resistance (lower),associated with resistance (upper),attributable to resistance (mean),attributable to resistance (lower),attributable to resistance (upper),vaccine avertable-susceptible (mean),vaccine avertable-susceptible (lower),vaccine avertable-susceptible (upper),vaccine avertable-associated with resistance (mean),vaccine avertable-associated with resistance (lower),vaccine avertable-associated with resistance (upper),vaccine avertable-attributable to resistance (mean),vaccine avertable-attributable to resistance (lower),vaccine avertable-attributable to resistance (upper)
Americas,Bacterial skin infections,80 to 84,Klebsiella pneumoniae,58.950753810122,5.7238342699166,209.220704643266,98.567455256768,10.0410757585268,348.368149886991,27.0272203123155,2.84227811239149,98.7449975234369,28.8858693669598,2.80467879225913,102.5181452752,48.2980530758163,4.92012712167813,170.700393444626,13.2433379530346,1.39271627507183,48.3850487864841
Americas,Bacterial skin infections,85 to 89,Klebsiella pneumoniae,57.2489940913734,6.13970742945359,200.905182118674,91.2676388417859,9.83014944903462,315.176227065407,24.9798098432133,2.66128081977018,89.2298406840109,28.052007104773,3.00845664043226,98.4435392381503,44.7211430324751,4.81677323002696,154.436351262049,12.2401068231745,1.30402760168739,43.7226219351653
Americas,Bacterial skin infections,90 to 94,Klebsiella pneumoniae,43.5919561504695,4.54726012496724,159.253450179391,62.0915714234156,6.56725470624971,216.501732830843,16.8895787859351,1.77710394636877,60.909328495412,21.3600585137301,2.22815746123395,78.0341905879016,30.4248699974736,3.21795480606236,106.085849087113,8.2758936051082,0.870780933720697,29.8455709627519
Americas,Bacterial skin infections,95 plus,Klebsiella pneumoniae,27.7807340240635,3.41152513273507,92.9167997761965,35.4755219007929,4.22590034472684,116.070081546781,9.62029520692077,1.18396874086432,33.3138673937326,13.6125596717911,1.67164731504018,45.5292318903363,17.3830057313885,2.07069116891615,56.8743399579227,4.71394465139118,0.580144683023517,16.323795022929
Americas,Bone and joint infections,EN,Klebsiella pneumoniae,0.0176636944043824,0.0013906921402359,0.0715278545377643,0.105434078545604,0.0085848276241421,0.407356278236919,0.0283947763041827,0.00218112161408157,0.120920203631653,0.00865521025814738,0.000681439148715591,0.0350486487235045,0.051662698487346,0.00420656553582963,0.19960457633609,0.0139134403890495,0.00106874959089997,0.05925089977951
Americas,Bone and joint infections,LN,Klebsiella pneumoniae,0.0213401526510527,0.00125802972612731,0.10017221764734,0.137100827239949,0.00710740956930583,0.712734480274274,0.0365728551467814,0.00177231308174738,0.16176489028759,0.0104566747990158,0.000616434565802382,0.0490843866471966,0.067179405347575,0.00348263068895986,0.349239895334394,0.0179206990219229,0.000868433410056216,0.0792647962409191
Americas,Bone and joint infections,PN,Klebsiella pneumoniae,0.0455572658099014,0.00531929708192894,0.167400134428644,0.183665733768842,0.0200780816557956,0.666364275388117,0.0508191397272285,0.00566475457498576,0.184536259564298,0.0223230602468517,0.00260645557014518,0.0820260658700355,0.0899962095467326,0.00983826001133984,0.326518494940177,0.024901378466342,0.00277572974174302,0.090422767186506
Americas,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0.0401586962993657,0.00416101056412161,0.155646428525044,0.151129236708127,0.015343236794882,0.577128050800105,0.0412767488603925,0.00412228117562796,0.159901273447798,0.0196777611866892,0.00203889517641959,0.0762667499772716,0.0740533259869822,0.00751818602949218,0.282792744892051,0.0202256069415923,0.0020199177760577,0.078351623989421
Americas,Bone and joint infections,5 to 9,Klebsiella pneumoniae,0.265783513896754,0.112467075952745,0.527005705774488,0.811406958271046,0.340734351006259,1.62010675784012,0.226833428659495,0.0913148054483678,0.469056220323501,0.130233921809409,0.055108867216845,0.258232795829499,0.397589409552813,0.166959831993067,0.793852311341659,0.111148380043153,0.0447442546697002,0.229837547958516
Americas,Bone and joint infections,10 to 14,Klebsiella pneumoniae,0.395704734817432,0.0847016060396094,1.02196525622912,1.31479225321812,0.279667937505448,3.2557975409658,0.365602666452899,0.0785005342660276,0.951372360247352,0.193895320060542,0.0415037869594086,0.500762975552269,0.644248204076879,0.13703728937767,1.59534079507324,0.179145306561921,0.0384652617903535,0.466172456521202
Americas,Bone and joint infections,15 to 19,Klebsiella pneumoniae,0.217910769204314,0.0466200907837985,0.663620846140923,0.725135194955732,0.158080645859559,2.13777611119738,0.199888367081804,0.042908865275994,0.610664466611996,0.106776276910114,0.0228438444840613,0.325174214609052,0.355316245528309,0.0774595164711839,1.04751029448672,0.0979452998700839,0.0210253439852371,0.299225588639878
Americas,Bone and joint infections,20 to 24,Klebsiella pneumoniae,0.34258550724437,0.0619036284056818,1.00644176855578,0.855166606127614,0.161044381544112,2.49998266080998,0.235631084799114,0.0423707068603871,0.675609513597818,0.167866898549741,0.0303327779187841,0.493156466592332,0.419031637002531,0.0789117469566149,1.22499150379689,0.115459231551566,0.0207616463615897,0.331048661662931
Americas,Bone and joint infections,25 to 29,Klebsiella pneumoniae,0.472662596960962,0.0927920531239051,1.35075882710504,1.07838773309385,0.223942805680779,2.83543356650578,0.296498635345121,0.0585244647727557,0.792857880991233,0.231604672510871,0.0454681060307135,0.66187182528147,0.528409989215987,0.109731974783582,1.38936244758783,0.145284331319109,0.0286769877386503,0.388500361685704
Americas,Bone and joint infections,30 to 34,Klebsiella pneumoniae,0.695016546506929,0.113812941689976,2.2303886967482,1.42107574354496,0.23902021778136,4.34831464674107,0.390503595210135,0.0626993831582566,1.21457947532463,0.340558107788395,0.0557683414280882,1.09289046140662,0.69632711433703,0.117119906712866,2.13067417690312,0.191346761652966,0.0307226977475457,0.595143942909069
Americas,Bone and joint infections,35 to 39,Klebsiella pneumoniae,0.96189837089385,0.181235008986736,2.87386016584458,1.98284948144378,0.376061876602219,5.47439240806633,0.545958493899721,0.100058764330066,1.5140043156553,0.471330201737986,0.0888051544035006,1.40819148126384,0.971596245907452,0.184270319535087,2.6824522799525,0.267519662010863,0.0490287945217323,0.741862114671097
Americas,Bone and joint infections,40 to 44,Klebsiella pneumoniae,1.41471671447699,0.30713044443084,3.88693488224928,2.82162101496488,0.623415638628745,7.36007593800866,0.776505378772083,0.161710041890705,2.06600366615304,0.693211190093725,0.150493917771112,1.90459809230215,1.38259429733279,0.305473662928085,3.60643720962424,0.380487635598321,0.0792379205264454,1.01234179641499
Americas,Bone and joint infections,45 to 49,Klebsiella pneumoniae,2.34627739271527,0.525288151501435,6.29030310279184,4.41966267972124,0.989696229398849,11.6069642317302,1.21303309440158,0.257797897465728,3.19249097546974,1.14967592243048,0.257391194235703,3.082248520368,2.16563471306341,0.484951152405436,5.6874124735478,0.594386216256774,0.126320969758207,1.56432057798017
Americas,Bone and joint infections,50 to 54,Klebsiella pneumoniae,2.59205567519566,0.676265761112478,6.56147825282073,4.45267295432982,1.08116578151091,11.2406200540446,1.21718619106718,0.280600432285163,3.20947925955056,1.27010728084587,0.331370222945114,3.21512434388216,2.18180974762161,0.529771232940346,5.50790382648185,0.596421233622918,0.13749421181973,1.57264483717977
Americas,Bone and joint infections,55 to 59,Klebsiella pneumoniae,3.82216581349268,1.21505992084559,8.73722629238361,6.38589749028958,1.89984174119588,14.7216840896095,1.74323933125555,0.484388813851194,4.27991212285314,1.87286124861141,0.595379361214339,4.28124088326797,3.12908977024189,0.930922453185981,7.21362520390865,0.854187272315219,0.237350518787085,2.09715694019804
Americas,Bone and joint infections,60 to 64,Klebsiella pneumoniae,5.0470807186457,1.59645003775151,11.5453889835478,8.12955050958177,2.35069192746843,18.6039352241782,2.21459102407566,0.595129390504209,5.43191523853209,2.47306955213639,0.78226051849824,5.65724060193842,3.98347974969507,1.15183904445953,9.11592825984732,1.08514960179707,0.291613401347062,2.66163846688072
Americas,Bone and joint infections,65 to 69,Klebsiella pneumoniae,5.8582972142534,2.06165435633497,12.4675412213368,9.39688027439762,2.97711874326277,20.212460141413,2.55987888703145,0.772829488910717,5.92495208379466,2.87056563498417,1.01021063460414,6.10909519845503,4.60447133445483,1.45878818419876,9.90410546929237,1.25434065464541,0.378686449566251,2.90322652105938
Americas,Bone and joint infections,70 to 74,Klebsiella pneumoniae,6.93297513383659,2.03927237125822,16.1866293689566,10.9280038237861,2.95174481083984,25.7475633356748,2.97408048742277,0.787830249755141,7.24219600357955,3.39715781557993,0.999243461916528,7.93144839078873,5.35472187365519,1.44635495731152,12.6163060344807,1.45729943883716,0.386036822380019,3.54867604175398
Americas,Bone and joint infections,75 to 79,Klebsiella pneumoniae,6.86822723220957,2.00595464675753,15.8021033764665,10.9377901341343,2.99511515070848,26.0291294526614,2.98012273335989,0.765947154776291,7.44862458066948,3.36543134378269,0.98291777691119,7.74303065446858,5.35951716572581,1.46760642384716,12.7542734318041,1.46026013934635,0.375314105840383,3.64982604452805
Americas,Bone and joint infections,80 to 84,Klebsiella pneumoniae,6.49882081645036,2.09363996943807,14.6827200878764,10.6351129996463,3.17131960150012,25.0373672589951,2.89877724003975,0.826896276877996,7.05878455085215,3.18442220006068,1.02588358502465,7.19453284305943,5.21120536982669,1.55394660473506,12.2683099569076,1.42040084761948,0.405179175670218,3.45880442991755
Americas,Bone and joint infections,85 to 89,Klebsiella pneumoniae,5.88648700766294,1.81783938849946,13.4877675413283,9.73427637183426,2.86266958060118,22.8578122453446,2.64539080986291,0.755424143046849,6.35337415460643,2.88437863375484,0.890741300364735,6.60900609525087,4.76979542219879,1.40270809449458,11.2003280002189,1.29624149683283,0.370157830092956,3.11315333575715
Americas,Bone and joint infections,90 to 94,Klebsiella pneumoniae,3.80584960087616,1.04633315083641,9.56344729630143,5.62017284919961,1.49264415983066,13.8231792994883,1.51986610195865,0.385248195166137,3.83314906290792,1.86486630442932,0.512703243909841,4.6860891751877,2.75388469610781,0.731395638317023,6.77335785674927,0.744734389959738,0.188771615631407,1.87824304082488
Americas,Bone and joint infections,95 plus,Klebsiella pneumoniae,2.00485017013981,0.471112537913718,5.51581446935336,2.74497000199703,0.63061228647419,7.3140777004769,0.739684305173756,0.171679067787574,1.97169115949159,0.982376583368507,0.230845143577722,2.70274908998315,1.34503530097854,0.309000020372353,3.58389807323368,0.362445309535141,0.0841227432159113,0.966128668150879
Americas,CNS infections,EN,Klebsiella pneumoniae,2.09475715353637,0.865696899915683,3.93578914177208,10.2925769436163,4.54441577856739,19.4218979923792,2.74137722125175,1.17158720889775,5.35192101686587,1.02643100523282,0.424191480958685,1.92853667946832,5.04336270237199,2.22676373149802,9.51673001626581,1.34327483841336,0.574077732359897,2.62244129826428
Americas,CNS infections,LN,Klebsiella pneumoniae,4.45166512083899,2.5342440184635,7.50761948326285,20.109289724704,10.673366213283,36.1941489203227,5.35102286980452,2.63748151618557,10.3303126244877,2.1813159092111,1.24177956904711,3.6787335467988,9.85355196510496,5.22994944450867,17.7351329709581,2.62200120620421,1.29236594293093,5.06185318599897
Americas,CNS infections,PN,Klebsiella pneumoniae,35.8260431529532,21.5669171834031,55.5371550764692,135.634825848909,78.7190839170417,216.496745640792,37.3064378043281,20.2584196775585,61.6922503806349,17.5547611449471,10.5677894198675,27.2132059874699,66.4610646659654,38.5723511193504,106.083405363988,18.2801545241208,9.92662564200366,30.2292026865111
Americas,CNS infections,1 to 4,Klebsiella pneumoniae,20.0745485532875,11.7975604135016,31.5699276891305,92.823216305809,54.3613202519655,151.800343353438,25.0614993269956,13.3879541472496,43.1042173421183,9.83652879111087,5.78080460261578,15.4692645676739,45.4833759898464,26.6370469234631,74.3821682431846,12.2801346702278,6.5600975321523,21.121066497638
Americas,CNS infections,5 to 9,Klebsiella pneumoniae,7.26010239960281,4.21920396423599,11.3825881011108,28.5528802332257,16.6178161260914,44.664406842052,7.80132253904799,4.21597274398563,12.5771467160075,3.55745017580538,2.06740994247564,5.57746816954429,13.9909113142806,8.14272990178479,21.8855593526055,3.82264804413351,2.06582664455296,6.16280189084367
Americas,CNS infections,10 to 14,Klebsiella pneumoniae,6.65745183283757,4.28523946532917,10.1139213489794,22.6944825112835,14.548396039206,35.1218421988716,6.24541314714949,3.7771240377837,9.66630918326976,3.26215139809041,2.09976733801129,4.95582146099991,11.1202964305289,7.12871405921094,17.2097026774471,3.06025244210325,1.85079077851401,4.73649149980218
Americas,CNS infections,15 to 19,Klebsiella pneumoniae,7.39418171410936,4.8903992996796,11.0743768437114,22.8509932736442,14.9638723260057,35.5076001955354,6.281380309076,3.88010011668082,9.72445579091111,3.62314903991359,2.396295656843,5.42644465341859,11.1969867040857,7.33229743974279,17.3987240958123,3.07787635144724,1.9012490571736,4.76498333754644
Americas,CNS infections,20 to 24,Klebsiella pneumoniae,8.25686876097144,5.6551907750083,12.695318275973,23.8376286345355,16.0783433748613,36.741928180852,6.546152180242,4.12249568639742,10.2207257312214,4.045865692876,2.77104347975407,6.22070595522677,11.6804380309224,7.87838825368204,18.0035448086175,3.20761456831858,2.02002288633474,5.00815560829849
Americas,CNS infections,25 to 29,Klebsiella pneumoniae,9.54432127977382,6.74709744617395,14.832581484659,24.1630390509014,17.179450143502,36.8612140950283,6.63495903411332,4.31693395383981,10.2185250351667,4.67671742708917,3.30607774862524,7.26796492748291,11.8398891349417,8.41793057031598,18.0619949065639,3.25112992671553,2.11529763738151,5.00707726723168
Americas,CNS infections,30 to 34,Klebsiella pneumoniae,11.3403782638514,7.86473371780263,18.4380480956769,26.8300471384925,18.886670829159,41.8773284953978,7.38051631516661,4.75678617814752,11.8449893615272,5.55678534928719,3.85371952172329,9.03464356688168,13.1467230978613,9.25446870628791,20.5198909627449,3.61645299443164,2.33082522729228,5.80404478714833
Americas,CNS infections,35 to 39,Klebsiella pneumoniae,12.7388896040823,8.6197342590964,21.1183389373203,29.749940070219,20.6794847978412,47.7550667933668,8.20184024229287,5.23557867420143,13.1432734817266,6.24205590600033,4.22366978695724,10.3479860792869,14.5774706344073,10.1329475509422,23.3999827287497,4.01890171872351,2.5654335503587,6.44020400604603
Americas,CNS infections,40 to 44,Klebsiella pneumoniae,14.4585334979308,9.74615914081279,23.644518402317,32.4714136460454,22.5713880911622,52.275208788452,8.95991154597422,5.74588426908808,14.5570510118801,7.08468141398609,4.77561797899827,11.5858140171353,15.9109926865622,11.0599801646695,25.6148523063415,4.39035665752737,2.81548329185316,7.13295499582125
Americas,CNS infections,45 to 49,Klebsiella pneumoniae,17.3556402195491,11.7621877670203,28.5215792953421,36.7482448374039,25.1955143416256,59.9962220086742,10.1098024754933,6.36610799143978,16.6600106056267,8.50426370757906,5.76347200583995,13.9755738547176,18.0066399703279,12.3458020273965,29.3981487842504,4.95380321299172,3.11939291580549,8.16340519675708
Americas,CNS infections,50 to 54,Klebsiella pneumoniae,20.0120812802385,12.495961522842,36.6561517176814,40.009634919867,26.4886467267978,69.2716974274658,10.9799795270576,6.79292915706944,19.2705095798226,9.80591982731686,6.12302114619258,17.9615143416639,19.6047211107348,12.9794368961309,33.9431317394582,5.38018996825822,3.32853528696403,9.44254969411307
Americas,CNS infections,55 to 59,Klebsiella pneumoniae,24.1082857662984,14.7664475577644,44.3648052555651,46.1279589188094,29.9538935623795,79.6558225332713,12.6507531846002,7.74155682116554,22.4393285639968,11.8130600254862,7.23555930330455,21.7387545752269,22.6026998702166,14.677407845566,39.0313530413029,6.1988690604541,3.79336284237111,10.9952709963584
Americas,CNS infections,60 to 64,Klebsiella pneumoniae,25.9357346930479,15.4246295398889,49.9664113003334,48.4550166215535,30.8762568059008,85.8178340433689,13.2398519201628,7.93963713874653,24.2443957591565,12.7085099995935,7.55806847454556,24.4835415371634,23.7429581445612,15.1293658348914,42.0507386812508,6.48752744087977,3.8904221979858,11.8797539219867
Americas,CNS infections,65 to 69,Klebsiella pneumoniae,25.1756866216723,14.8975562575419,49.0802083563411,45.4556379129051,29.4465769545144,78.4698111932329,12.3951136026406,7.54981064470046,22.0996612015974,12.3360864446194,7.29980256619553,24.0493020946071,22.2732625773235,14.4288227077121,38.4502074846841,6.07360566529389,3.69940721590323,10.8288339887827
Americas,CNS infections,70 to 74,Klebsiella pneumoniae,19.778803196128,11.6900868584014,39.421043358489,34.4264927073215,21.5602189723558,63.2637287535696,9.35721487171969,5.51386000082664,16.9484568628412,9.69161356610272,5.72814256061669,19.3163112456596,16.8689814265875,10.5645072964543,30.9992270892491,4.58503528714265,2.70179140040505,8.30474386279219
Americas,CNS infections,75 to 79,Klebsiella pneumoniae,17.2212694290149,10.542423054376,32.7524326729968,30.1206831452085,19.1323154329189,54.6617560921382,8.17728613460575,4.89520032919234,14.5227837565858,8.4384220202173,5.16578729664424,16.0486920097684,14.7591347411522,9.37483456213026,26.7842604851477,4.00687020595682,2.39864816130425,7.11616404072704
Americas,CNS infections,80 to 84,Klebsiella pneumoniae,13.7302336214068,8.7667963337252,24.2265738441757,23.2176384071985,15.3461344022696,39.7316898219792,6.29370283286568,3.88000294176795,10.9593554966672,6.72781447448933,4.29573020352535,11.8710211836461,11.3766428195273,7.5196058571121,19.4685280127698,3.08391438810418,1.9012014414663,5.37008419336693
Americas,CNS infections,85 to 89,Klebsiella pneumoniae,10.1165619545614,6.54157759474001,17.2848619213949,17.2212709516267,11.45110503078,28.5240971394298,4.65584821007677,2.84005043531444,7.96886411799529,4.95711535773509,3.2053730214226,8.4695823414835,8.43842276629708,5.6110414650822,13.9768075983206,2.28136562293762,1.39162471330408,3.90474341781769
Americas,CNS infections,90 to 94,Klebsiella pneumoniae,5.43423723966482,3.42566347746007,9.44707367965088,8.24711788313065,5.05760197125787,15.2170826236652,2.21832790746688,1.26257470889723,4.11062325991295,2.66277624743576,1.67857510395543,4.62906610302893,4.04108776273402,2.47822496591636,7.45637048559595,1.08698067465877,0.618661607359643,2.01420539735735
Americas,CNS infections,95 plus,Klebsiella pneumoniae,2.75371780109964,1.68254134490318,4.89962090246219,4.84001258314383,2.52586703466754,9.72418544013514,1.30081269148103,0.64130810519767,2.82355139513134,1.34932172253882,0.824445259002558,2.40081424220647,2.37160616574048,1.23767484698709,4.76485086566622,0.637398218825705,0.314240971546858,1.38354018361436
Americas,Cardiac infections,EN,Klebsiella pneumoniae,0.201276381642396,0.115609203825697,0.320562439463214,0.705662292626813,0.400705070031032,1.20040996582594,0.189801357619565,0.0992420008194926,0.346206385730685,0.098625427004774,0.0566485098745915,0.157075595336975,0.345774523387138,0.196345484315206,0.588200883254711,0.0930026652335868,0.0486285804015514,0.169641129008036
Americas,Cardiac infections,LN,Klebsiella pneumoniae,0.274619361771174,0.116447767142145,0.644593155714527,0.759674796000292,0.320417311970404,1.77985345748675,0.202825377683447,0.0832109213420539,0.474257750630413,0.134563487267875,0.057059405899651,0.315850646300118,0.372240650040143,0.157004482865498,0.872128194168507,0.099384435064889,0.0407733514576064,0.232386297808902
Americas,Cardiac infections,PN,Klebsiella pneumoniae,4.63401811344212,2.74785306312106,7.89906873002432,13.5677599882336,8.49172193067924,22.0668992942864,3.81940116865944,2.24837805471214,6.75471876758861,2.27066887558664,1.34644800092932,3.87054367771192,6.64820239423446,4.16094374603283,10.8127806542003,1.87150657264313,1.10170524680895,3.30981219611842
Americas,Cardiac infections,1 to 4,Klebsiella pneumoniae,2.84713432629807,1.76773910779554,4.46188039043417,7.9951662762206,5.39750230035772,12.1187766264724,2.21428468342185,1.35185544181833,3.49359484583736,1.39509581988605,0.866192162819815,2.18632139131274,3.91763147534809,2.64477612717528,5.93820054697148,1.08499949487671,0.662409166490982,1.71186147446031
Americas,Cardiac infections,5 to 9,Klebsiella pneumoniae,1.07439295006096,0.724755262256342,1.64826376110023,3.48693341152544,2.43706147335103,5.1819778761474,0.970414848856184,0.614427893421526,1.52067728831501,0.52645254552987,0.355130078505608,0.807649242939113,1.70859737164747,1.194160121942,2.53916915931223,0.47550327593953,0.301069667776548,0.745131871274355
Americas,Cardiac infections,10 to 14,Klebsiella pneumoniae,1.60300601683383,1.15662483041394,2.36622890585472,5.01493399294383,3.66078514596598,7.17431377907662,1.40292407387685,0.933632894560019,2.13208941277411,0.785472948248577,0.566746166902831,1.15945216386881,2.45731765654248,1.79378472152333,3.51541375174754,0.687432796199656,0.457480118334409,1.04472381225931
Americas,Cardiac infections,15 to 19,Klebsiella pneumoniae,2.80124996103328,1.97182099781456,4.26318752108333,7.73037532250027,5.62051799768968,11.3414584782004,2.16399026225712,1.45234194227989,3.24936784944776,1.37261248090631,0.966192288929134,2.08896188533083,3.78788390802513,2.75405381886794,5.5573146543182,1.06035522850599,0.711647551717146,1.5921902462294
Americas,Cardiac infections,20 to 24,Klebsiella pneumoniae,5.01762530172644,3.36115902053157,8.09658349556612,11.055413491051,8.12401494374615,16.3327324081502,3.07044574813859,2.06725604493563,4.73925972591037,2.45863639784596,1.64696792006047,3.9673259128274,5.41715261061499,3.98076732243561,8.0030388799936,1.50451841658791,1.01295546201846,2.32223726569608
Americas,Cardiac infections,25 to 29,Klebsiella pneumoniae,7.91453377562554,5.46049811126108,11.4357871972383,13.7742224326895,10.6133049088874,18.7519034657735,3.79533195657581,2.66024844541882,5.36732706762615,3.87812155005651,2.67564407451793,5.60353572664677,6.74936899201785,5.20051940535483,9.18843269822901,1.85971265872215,1.30352173825522,2.62999026313681
Americas,Cardiac infections,30 to 34,Klebsiella pneumoniae,9.85438194936491,6.82798812806076,14.3523119319166,16.2076283448564,12.3261369773671,21.9191146844457,4.46073441994272,3.12309769710044,6.38564230669155,4.82864715518881,3.34571418274977,7.03263284663913,7.94173788897964,6.03980711890988,10.7403661953784,2.18575986577193,1.53031787157922,3.12896473027886
Americas,Cardiac infections,35 to 39,Klebsiella pneumoniae,12.7218853870369,8.95985442994782,18.0476203938334,21.3628324200731,16.4992469586409,28.7719005560113,5.89960582892421,4.11036373650765,8.41009157910422,6.23372383964808,4.39032867067443,8.84333399297837,10.4677878858358,8.08463100973404,14.0982312724455,2.89080685617286,2.01407823088875,4.12094487376107
Americas,Cardiac infections,40 to 44,Klebsiella pneumoniae,15.2659793693765,10.7664515328084,20.2364890655905,26.006291570179,20.255841014212,33.951860153818,7.20347138430722,5.07702516104857,10.1073592563177,7.48032989099448,5.27556125107612,9.91587964213934,12.7430828693877,9.92536209696388,16.6364114753708,3.52970097831054,2.4877423289138,4.95260603559567
Americas,Cardiac infections,45 to 49,Klebsiella pneumoniae,19.2600618499683,13.5512541976199,25.8453471246913,31.1320077193188,23.86357710747,40.3850265179265,8.60262438779247,6.0294078884012,11.9521504932656,9.43743030648447,6.64011455683375,12.6642200910987,15.2546837824662,11.6931527826603,19.788662993784,4.21528595001831,2.95440986531659,5.85655374170014
Americas,Cardiac infections,50 to 54,Klebsiella pneumoniae,35.4901909351833,24.4663217042427,46.7791243885734,56.1872346716637,42.3329394028699,72.378986859431,15.5301680796585,10.8899136841951,21.4081595463261,17.3901935582398,11.9884976350789,22.921770950401,27.5317449891152,20.7431403074063,35.4657035611212,7.60978235903266,5.3360577052556,10.4899981776998
Americas,Cardiac infections,55 to 59,Klebsiella pneumoniae,50.3456095363586,34.3519993866271,68.062970084849,74.9220097254757,56.012346128451,98.7814453968328,20.6516495088679,14.2740025321482,28.7271826312028,24.6693486728157,16.8324796994473,33.350855341576,36.7117847654831,27.446049602941,48.4029082444481,10.1193082593453,6.99426124075262,14.0763194892894
Americas,Cardiac infections,60 to 64,Klebsiella pneumoniae,63.8306690645751,43.7844544472415,85.993773164504,91.537801737055,66.5451492139737,120.675528808759,25.1505487523209,17.0812003899428,34.7373283895382,31.2770278416418,21.4543826791483,42.136948850607,44.8535228511569,32.6071231148471,59.1310091162919,12.3237688886372,8.36978819107197,17.0212909108737
Americas,Cardiac infections,65 to 69,Klebsiella pneumoniae,77.6983560179261,52.884689191132,101.864945517196,109.322946027335,79.5447486149364,140.079362073029,30.0219675549461,20.2563542072166,41.0614569976257,38.0721944487838,25.9134977036547,49.9138233034261,53.5682435533942,38.9769268213188,68.6388874157842,14.7107641019236,9.92561356153613,20.1201139288366
Americas,Cardiac infections,70 to 74,Klebsiella pneumoniae,110.198111702172,73.4802817846835,148.993229914711,141.538873655455,100.461112916814,187.60133193223,38.586318611162,25.4561264971671,54.6487601363925,53.9970747340643,36.0053380744949,73.0066826582084,69.3540480911729,49.2259453292389,91.9246526467927,18.9072961194694,12.4735019836119,26.7778924668323
Americas,Cardiac infections,75 to 79,Klebsiella pneumoniae,125.575183941667,82.2771494491113,167.36084966877,151.797075063294,105.324767900164,198.348216340489,41.1256467073563,27.1256654208019,58.1752397111466,61.5318401314168,40.3158032300645,82.0068163376973,74.380566781014,51.6091362710804,97.1906260068396,20.1515668866046,13.2915760561929,28.5058674584618
Americas,Cardiac infections,80 to 84,Klebsiella pneumoniae,140.199050543532,91.1614497880176,183.525158478578,149.649057944974,103.59149268699,196.300869246995,40.0161768442533,25.288920710976,56.2099538391526,68.6975347663307,44.6691103961286,89.9273276545032,73.3280383930373,50.7598314166251,96.1874259310275,19.6079266536841,12.3915711483782,27.5428773811848
Americas,Cardiac infections,85 to 89,Klebsiella pneumoniae,146.561495097884,86.2869362926811,194.023305530669,138.056888033841,89.3149025823128,180.729339437294,36.4044634202499,21.6680379212611,51.621822809964,71.8151325979632,42.2805987834137,95.0714197100278,67.6478751365821,43.7643022653333,88.557376324274,17.8381870759225,10.6173385814179,25.2946931768824
Americas,Cardiac infections,90 to 94,Klebsiella pneumoniae,115.297956191712,63.1821395516633,156.714489588352,96.6902251491278,58.0720717438127,130.738060178772,25.1242167730192,13.9094246325293,37.1721055342561,56.4959985339389,30.959248380315,76.7900998982925,47.3782103230726,28.4553151544682,64.0616494875983,12.3108662187794,6.81561806993936,18.2143317117855
Americas,Cardiac infections,95 plus,Klebsiella pneumoniae,77.7764492624933,38.3338457921825,113.461772809385,58.8814049509637,31.8779481124635,83.8080353762891,15.0825898198273,7.674019865772,22.9070886106359,38.1104601386217,18.7835844381694,55.5962686765987,28.8518884259722,15.6201945751071,41.0659373343817,7.39046901171538,3.76026973422828,11.2244734192116
Americas,Intra-abdominal infections,EN,Klebsiella pneumoniae,1.00712572712512,0.430125447868727,2.04971995182068,4.33930784183338,2.0884761044159,8.00711062931194,1.15045412049382,0.510441028774604,2.17484083066118,0.493491606291309,0.210761469455676,1.00436277639213,2.12626084249836,1.02335329116379,3.92348420836285,0.563722519041972,0.250116104099556,1.06567200702398
Americas,Intra-abdominal infections,LN,Klebsiella pneumoniae,1.45294470040983,0.616013592663159,3.1114727011189,4.72662466344312,2.33264097767323,8.89638644847543,1.25293113557072,0.576710252966456,2.39268760388476,0.711942903200817,0.301846660404948,1.52462162354826,2.31604608508713,1.14299407905988,4.35922935975296,0.613936256429653,0.282588023953563,1.17241692590353
Americas,Intra-abdominal infections,PN,Klebsiella pneumoniae,25.401554651159,12.4719746400996,47.7213436252808,67.661120917978,33.8859797011253,125.368491848418,18.5663441831478,8.69196801992245,34.4761927366484,12.4467617790679,6.1112675736488,23.3834583763876,33.1539492498092,16.6041300535514,61.4305610057248,9.09750864974242,4.259064329762,16.8933344409577
Americas,Intra-abdominal infections,1 to 4,Klebsiella pneumoniae,12.7759105393478,6.93478538623198,21.7213131296231,45.7174632195718,25.923165569901,76.4468129860524,12.3161780621917,6.52098734989876,20.7740959329711,6.26019616428042,3.39804483925367,10.6434434335153,22.4015569775902,12.7023511292515,37.4589383631657,6.03492725047393,3.19528380145039,10.1793070071558
Americas,Intra-abdominal infections,5 to 9,Klebsiella pneumoniae,7.33956252125075,4.73793930810323,11.376834347169,25.9433304315564,17.1377905801873,37.6644976175597,7.03595581561803,4.40048827768563,10.7974932179745,3.59638563541287,2.32159026097058,5.57464883011281,12.7122319114626,8.39751738429178,18.4556038326042,3.44761834965283,2.15623925606596,5.29077167680751
