WHO_region,Disease_presentation,Age_group,Pathogen,burden_mean_value,burden_lower_value,burden_upper_value,Efficacy,Coverage,Duration,DP,VC,VO,MainAnalysis,HBG,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,a,x,y
Europe,Intra-abdominal infections,75 to 79,Staphylococcus aureus,24000,16000,34000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.444027085826003,0.894028670633614,0.893258734265395
Europe,Intra-abdominal infections,80 to 84,Enterococcus faecium,2000,2000,3000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,80 to 84,Escherichia coli,22000,15000,31000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,80 to 84,Klebsiella pneumoniae,13000,9000,19000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,80 to 84,Pseudomonas aeruginosa,16000,11000,23000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,80 to 84,Staphylococcus aureus,23000,16000,33000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.444027085826003,0.894028670633614,0.893258734265395
Europe,Intra-abdominal infections,85 to 89,Enterococcus faecium,2000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,85 to 89,Escherichia coli,15000,10000,22000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,85 to 89,Klebsiella pneumoniae,10000,6000,14000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,85 to 89,Pseudomonas aeruginosa,12000,8000,17000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,85 to 89,Staphylococcus aureus,15000,10000,21000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.444027085826003,0.894028670633614,0.893258734265395
Europe,Intra-abdominal infections,90 to 94,Enterococcus faecium,1000,1000,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,90 to 94,Escherichia coli,8000,5000,12000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,90 to 94,Klebsiella pneumoniae,5000,3000,7000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,90 to 94,Pseudomonas aeruginosa,6000,4000,9000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,90 to 94,Staphylococcus aureus,8000,5000,11000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.444027085826003,0.894028670633614,0.893258734265395
Europe,Intra-abdominal infections,95 plus,Enterococcus faecium,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,95 plus,Escherichia coli,2000,1000,4000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,95 plus,Klebsiella pneumoniae,2000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,95 plus,Pseudomonas aeruginosa,2000,1000,3000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.371183609110571,0.875814788071792,0.868360822409587
Europe,Intra-abdominal infections,95 plus,Staphylococcus aureus,2000,1000,3000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.444027085826003,0.894028670633614,0.893258734265395
Europe,LRI and thorax infections,EN,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,EN,Escherichia coli,5000,3000,7000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,EN,Haemophilus influenzae,10000,6000,15000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,EN,Klebsiella pneumoniae,5000,3000,7000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,EN,Pseudomonas aeruginosa,11000,7000,18000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,EN,Staphylococcus aureus,21000,13000,33000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,EN,Streptococcus pneumoniae,12000,7000,18000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,LN,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,LN,Escherichia coli,3000,2000,4000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,LN,Haemophilus influenzae,5000,4000,7000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,LN,Klebsiella pneumoniae,2000,2000,3000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,LN,Pseudomonas aeruginosa,6000,4000,8000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,LN,Staphylococcus aureus,12000,9000,17000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,LN,Streptococcus pneumoniae,6000,5000,9000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,PN,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,PN,Escherichia coli,3000,2000,4000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,PN,Haemophilus influenzae,56646.0553991679,45316.8443193343,72506.9509109349,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,PN,Klebsiella pneumoniae,6000,4000,8000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,PN,Pseudomonas aeruginosa,12000,9000,16000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,PN,Staphylococcus aureus,39000,30000,48000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,PN,Streptococcus pneumoniae,91895.1821803027,72480.707071788,115192.55231052,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,1 to 4,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,1 to 4,Escherichia coli,1000,1000,2000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,1 to 4,Haemophilus influenzae,26885.4716046997,21997.2040402089,31773.7391691906,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,1 to 4,Klebsiella pneumoniae,3000,2000,3000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,1 to 4,Pseudomonas aeruginosa,6000,4000,7000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,1 to 4,Staphylococcus aureus,16000,13000,20000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,1 to 4,Streptococcus pneumoniae,38196.9669751939,31611.2830139536,47416.9245209304,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,5 to 9,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,5 to 9,Escherichia coli,0,0,0,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,5 to 9,Haemophilus influenzae,2000,1000,2000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,5 to 9,Klebsiella pneumoniae,1000,0,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,5 to 9,Pseudomonas aeruginosa,2000,1000,2000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,5 to 9,Staphylococcus aureus,7000,6000,8000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,5 to 9,Streptococcus pneumoniae,8000,7000,10000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,10 to 14,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,10 to 14,Escherichia coli,0,0,0,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,10 to 14,Haemophilus influenzae,1000,1000,1000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,10 to 14,Klebsiella pneumoniae,0,0,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,10 to 14,Pseudomonas aeruginosa,1000,1000,1000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,10 to 14,Staphylococcus aureus,4000,3000,5000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,10 to 14,Streptococcus pneumoniae,5000,5000,6000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,15 to 19,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,15 to 19,Escherichia coli,0,0,0,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,15 to 19,Haemophilus influenzae,1000,1000,1000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,15 to 19,Klebsiella pneumoniae,0,0,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,15 to 19,Pseudomonas aeruginosa,1000,1000,2000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,15 to 19,Staphylococcus aureus,4000,3000,5000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,15 to 19,Streptococcus pneumoniae,5000,4000,6000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,20 to 24,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,20 to 24,Escherichia coli,0,0,0,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,20 to 24,Haemophilus influenzae,1000,1000,2000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,20 to 24,Klebsiella pneumoniae,1000,0,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,20 to 24,Pseudomonas aeruginosa,2000,1000,2000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,20 to 24,Staphylococcus aureus,5000,4000,6000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,20 to 24,Streptococcus pneumoniae,7000,6000,8000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,25 to 29,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,25 to 29,Escherichia coli,0,0,0,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,25 to 29,Haemophilus influenzae,2000,2000,3000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,25 to 29,Klebsiella pneumoniae,1000,1000,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,25 to 29,Pseudomonas aeruginosa,2000,2000,3000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,25 to 29,Staphylococcus aureus,9000,7000,10000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,25 to 29,Streptococcus pneumoniae,12000,10000,14000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,30 to 34,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,30 to 34,Escherichia coli,1000,0,1000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,30 to 34,Haemophilus influenzae,4000,3000,5000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,30 to 34,Klebsiella pneumoniae,1000,1000,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,30 to 34,Pseudomonas aeruginosa,3000,2000,4000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,30 to 34,Staphylococcus aureus,15000,13000,18000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
Europe,LRI and thorax infections,30 to 34,Streptococcus pneumoniae,22000,19000,25000,0.27,0.9,5 years,"BSI, CNS infections, Cardiac infections, LRI","6, 10, 14 weeks","6, 10, 14 weeks & elderly age group",Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.760797772407434,0.935296680824575,0.934278848686865
Europe,LRI and thorax infections,35 to 39,Acinetobacter baumannii,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,35 to 39,Escherichia coli,1000,1000,1000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,35 to 39,Haemophilus influenzae,5000,4000,6000,0.69,0.9,5 years,All,"6, 10, 14 weeks","6, 10, 14 weeks",Yes,,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.388705418374553,0.880745146528068,0.871361379881819
Europe,LRI and thorax infections,35 to 39,Klebsiella pneumoniae,1000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,35 to 39,Pseudomonas aeruginosa,4000,3000,6000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.379846076611866,0.878302200655174,0.868360822409587
Europe,LRI and thorax infections,35 to 39,Staphylococcus aureus,19000,16000,23000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.944996454686681,0.932592278638088,0.898293750708671,0.891768204291917,0.468439494238742,0.898993473912205,0.893258734265395
