WHO_region,Disease_presentation,Age_group,Pathogen,Susceptible_mean,Susceptible_lower,Susceptible_upper,associated with resistance (mean),associated with resistance (lower),associated with resistance (upper),attributable to resistance (mean),attributable to resistance (lower),attributable to resistance (upper),vaccine avertable-associated with resistance (mean),vaccine avertable-associated with resistance (lower),vaccine avertable-associated with resistance (upper),vaccine avertable-attributable to resistance (mean),vaccine avertable-attributable to resistance (lower),vaccine avertable-attributable to resistance (upper)
Americas,Bone and joint infections,45 to 49,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,50 to 54,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,55 to 59,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,60 to 64,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,Bone and joint infections,65 to 69,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,70 to 74,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,75 to 79,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,80 to 84,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,85 to 89,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Bone and joint infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,BSI,EN,Klebsiella pneumoniae,31000,21000,47000,114000,78000,166000,31000,20000,48000,55860,38220,81340,15190,9800,23520
Americas,BSI,LN,Klebsiella pneumoniae,21000,15000,29000,71000,50000,97000,19000,12000,28000,34790,24500,47530,9310,5880,13720
Americas,BSI,PN,Klebsiella pneumoniae,24000,15000,35000,78000,49000,115000,22000,13000,34000,38220,24010,56350,10780,6370,16660
Americas,BSI,1 to 4,Klebsiella pneumoniae,5000,2000,9000,15000,7000,25000,4000,2000,7000,7350,3430,12250,1960,980,3430
Americas,BSI,5 to 9,Klebsiella pneumoniae,2000,1000,3000,5000,2000,9000,1000,1000,3000,2450,980,4410,490,490,1470
Americas,BSI,10 to 14,Klebsiella pneumoniae,2000,1000,3000,5000,2000,8000,1000,1000,2000,2450,980,3920,490,490,980
Americas,BSI,15 to 19,Klebsiella pneumoniae,3000,1000,4000,7000,4000,12000,2000,1000,4000,3430,1960,5880,980,490,1960
Americas,BSI,20 to 24,Klebsiella pneumoniae,4000,2000,6000,9000,4000,15000,2000,1000,4000,4410,1960,7350,980,490,1960
Americas,BSI,25 to 29,Klebsiella pneumoniae,4000,2000,7000,9000,4000,15000,2000,1000,4000,4410,1960,7350,980,490,1960
Americas,BSI,30 to 34,Klebsiella pneumoniae,5000,2000,9000,10000,5000,17000,3000,1000,5000,4900,2450,8330,1470,490,2450
Americas,BSI,35 to 39,Klebsiella pneumoniae,6000,3000,10000,11000,5000,20000,3000,1000,6000,5390,2450,9800,1470,490,2940
Americas,BSI,40 to 44,Klebsiella pneumoniae,7000,3000,12000,14000,7000,23000,4000,2000,7000,6860,3430,11270,1960,980,3430
Americas,BSI,45 to 49,Klebsiella pneumoniae,10000,4000,16000,18000,8000,30000,5000,2000,9000,8820,3920,14700,2450,980,4410
Americas,BSI,50 to 54,Klebsiella pneumoniae,19000,10000,30000,33000,17000,54000,9000,5000,16000,16170,8330,26460,4410,2450,7840
Americas,BSI,55 to 59,Klebsiella pneumoniae,25000,14000,41000,41000,23000,68000,11000,6000,19000,20090,11270,33320,5390,2940,9310
Americas,BSI,60 to 64,Klebsiella pneumoniae,29000,16000,47000,47000,25000,76000,13000,7000,21000,23030,12250,37240,6370,3430,10290
Americas,BSI,65 to 69,Klebsiella pneumoniae,29000,17000,44000,46000,27000,71000,13000,7000,20000,22540,13230,34790,6370,3430,9800
Americas,BSI,70 to 74,Klebsiella pneumoniae,31000,16000,54000,49000,25000,87000,13000,6000,24000,24010,12250,42630,6370,2940,11760
Americas,BSI,75 to 79,Klebsiella pneumoniae,23000,12000,39000,37000,19000,64000,10000,5000,18000,18130,9310,31360,4900,2450,8820
Americas,BSI,80 to 84,Klebsiella pneumoniae,17000,9000,27000,27000,15000,45000,7000,4000,13000,13230,7350,22050,3430,1960,6370
Americas,BSI,85 to 89,Klebsiella pneumoniae,11000,6000,19000,18000,9000,30000,5000,2000,8000,8820,4410,14700,2450,980,3920
Americas,BSI,90 to 94,Klebsiella pneumoniae,6000,3000,10000,8000,4000,15000,2000,1000,4000,3920,1960,7350,980,490,1960
Americas,BSI,95 plus,Klebsiella pneumoniae,2000,1000,4000,3000,1000,6000,1000,0,2000,1470,490,2940,490,0,980
Americas,Cardiac infections,EN,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Cardiac infections,LN,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Cardiac infections,PN,Klebsiella pneumoniae,0,0,1000,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Americas,Cardiac infections,1 to 4,Klebsiella pneumoniae,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
Americas,Cardiac infections,5 to 9,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Cardiac infections,10 to 14,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,Cardiac infections,15 to 19,Klebsiella pneumoniae,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
Americas,Cardiac infections,20 to 24,Klebsiella pneumoniae,0,0,1000,1000,1000,1000,0,0,0,490,490,490,0,0,0
Americas,Cardiac infections,25 to 29,Klebsiella pneumoniae,0,0,1000,1000,1000,1000,0,0,0,490,490,490,0,0,0
Americas,Cardiac infections,30 to 34,Klebsiella pneumoniae,1000,0,1000,1000,1000,1000,0,0,0,490,490,490,0,0,0
Americas,Cardiac infections,35 to 39,Klebsiella pneumoniae,1000,0,1000,1000,1000,1000,0,0,0,490,490,490,0,0,0
Americas,Cardiac infections,40 to 44,Klebsiella pneumoniae,1000,1000,1000,1000,1000,2000,0,0,0,490,490,980,0,0,0
Americas,Cardiac infections,45 to 49,Klebsiella pneumoniae,1000,1000,1000,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Americas,Cardiac infections,50 to 54,Klebsiella pneumoniae,1000,1000,2000,2000,2000,3000,1000,0,1000,980,980,1470,490,0,490
Americas,Cardiac infections,55 to 59,Klebsiella pneumoniae,2000,1000,2000,2000,2000,3000,1000,0,1000,980,980,1470,490,0,490
Americas,Cardiac infections,60 to 64,Klebsiella pneumoniae,2000,1000,2000,3000,2000,3000,1000,0,1000,1470,980,1470,490,0,490
Americas,Cardiac infections,65 to 69,Klebsiella pneumoniae,2000,1000,2000,3000,2000,3000,1000,0,1000,1470,980,1470,490,0,490
Americas,Cardiac infections,70 to 74,Klebsiella pneumoniae,2000,1000,3000,3000,2000,4000,1000,0,1000,1470,980,1960,490,0,490
Americas,Cardiac infections,75 to 79,Klebsiella pneumoniae,2000,1000,3000,2000,2000,3000,1000,0,1000,980,980,1470,490,0,490
Americas,Cardiac infections,80 to 84,Klebsiella pneumoniae,2000,1000,2000,2000,1000,2000,0,0,1000,980,490,980,0,0,490
Americas,Cardiac infections,85 to 89,Klebsiella pneumoniae,1000,1000,2000,1000,1000,2000,0,0,0,490,490,980,0,0,0
Americas,Cardiac infections,90 to 94,Klebsiella pneumoniae,1000,0,1000,1000,0,1000,0,0,0,490,0,490,0,0,0
Americas,Cardiac infections,95 plus,Klebsiella pneumoniae,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0
Americas,CNS infections,EN,Klebsiella pneumoniae,0,0,0,1000,0,2000,0,0,0,490,0,980,0,0,0
Americas,CNS infections,LN,Klebsiella pneumoniae,0,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,PN,Klebsiella pneumoniae,3000,2000,5000,12000,7000,19000,3000,2000,5000,5880,3430,9310,1470,980,2450
Americas,CNS infections,1 to 4,Klebsiella pneumoniae,2000,1000,3000,8000,5000,13000,2000,1000,4000,3920,2450,6370,980,490,1960
Americas,CNS infections,5 to 9,Klebsiella pneumoniae,1000,0,1000,2000,1000,4000,1000,0,1000,980,490,1960,490,0,490
Americas,CNS infections,10 to 14,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,15 to 19,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,20 to 24,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,25 to 29,Klebsiella pneumoniae,1000,0,1000,2000,1000,2000,0,0,1000,980,490,980,0,0,490
Americas,CNS infections,30 to 34,Klebsiella pneumoniae,1000,0,1000,2000,1000,2000,0,0,1000,980,490,980,0,0,490
Americas,CNS infections,35 to 39,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,40 to 44,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,45 to 49,Klebsiella pneumoniae,1000,1000,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,50 to 54,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,55 to 59,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
Americas,CNS infections,60 to 64,Klebsiella pneumoniae,1000,0,1000,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Americas,CNS infections,65 to 69,Klebsiella pneumoniae,1000,0,1000,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Americas,CNS infections,70 to 74,Klebsiella pneumoniae,0,0,1000,1000,0,1000,0,0,0,490,0,490,0,0,0
Americas,CNS infections,75 to 79,Klebsiella pneumoniae,0,0,1000,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,CNS infections,80 to 84,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,CNS infections,85 to 89,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,CNS infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,CNS infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Intra-abdominal infections,EN,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,Intra-abdominal infections,LN,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,Intra-abdominal infections,PN,Klebsiella pneumoniae,2000,1000,4000,6000,3000,11000,2000,1000,3000,2940,1470,5390,980,490,1470
Americas,Intra-abdominal infections,1 to 4,Klebsiella pneumoniae,1000,1000,2000,4000,2000,7000,1000,1000,2000,1960,980,3430,490,490,980
Americas,Intra-abdominal infections,5 to 9,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,1000,0,1000,980,490,1470,490,0,490
Americas,Intra-abdominal infections,10 to 14,Klebsiella pneumoniae,1000,0,1000,2000,1000,3000,1000,0,1000,980,490,1470,490,0,490
Americas,Intra-abdominal infections,15 to 19,Klebsiella pneumoniae,1000,1000,2000,3000,2000,5000,1000,0,1000,1470,980,2450,490,0,490
Americas,Intra-abdominal infections,20 to 24,Klebsiella pneumoniae,1000,1000,2000,4000,2000,7000,1000,1000,2000,1960,980,3430,490,490,980
Americas,Intra-abdominal infections,25 to 29,Klebsiella pneumoniae,2000,1000,4000,5000,3000,9000,1000,1000,2000,2450,1470,4410,490,490,980
Americas,Intra-abdominal infections,30 to 34,Klebsiella pneumoniae,3000,2000,5000,7000,4000,12000,2000,1000,3000,3430,1960,5880,980,490,1470
Americas,Intra-abdominal infections,35 to 39,Klebsiella pneumoniae,5000,3000,8000,11000,6000,18000,3000,2000,5000,5390,2940,8820,1470,980,2450
Americas,Intra-abdominal infections,40 to 44,Klebsiella pneumoniae,7000,4000,11000,15000,8000,24000,4000,2000,7000,7350,3920,11760,1960,980,3430
Americas,Intra-abdominal infections,45 to 49,Klebsiella pneumoniae,10000,6000,17000,20000,11000,32000,5000,3000,9000,9800,5390,15680,2450,1470,4410
Americas,Intra-abdominal infections,50 to 54,Klebsiella pneumoniae,22000,13000,32000,39000,24000,59000,11000,6000,17000,19110,11760,28910,5390,2940,8330
Americas,Intra-abdominal infections,55 to 59,Klebsiella pneumoniae,26000,17000,37000,44000,29000,63000,12000,8000,18000,21560,14210,30870,5880,3920,8820
Americas,Intra-abdominal infections,60 to 64,Klebsiella pneumoniae,27000,18000,39000,45000,30000,65000,12000,8000,18000,22050,14700,31850,5880,3920,8820
Americas,Intra-abdominal infections,65 to 69,Klebsiella pneumoniae,23000,16000,31000,40000,29000,54000,11000,7000,16000,19600,14210,26460,5390,3430,7840
Americas,Intra-abdominal infections,70 to 74,Klebsiella pneumoniae,23000,14000,33000,39000,25000,57000,11000,6000,16000,19110,12250,27930,5390,2940,7840
Americas,Intra-abdominal infections,75 to 79,Klebsiella pneumoniae,18000,12000,25000,31000,21000,43000,8000,5000,12000,15190,10290,21070,3920,2450,5880
Americas,Intra-abdominal infections,80 to 84,Klebsiella pneumoniae,13000,9000,18000,22000,16000,30000,6000,4000,9000,10780,7840,14700,2940,1960,4410
Americas,Intra-abdominal infections,85 to 89,Klebsiella pneumoniae,8000,6000,12000,13000,9000,19000,4000,2000,5000,6370,4410,9310,1960,980,2450
Americas,Intra-abdominal infections,90 to 94,Klebsiella pneumoniae,4000,3000,6000,6000,4000,9000,2000,1000,2000,2940,1960,4410,980,490,980
Americas,Intra-abdominal infections,95 plus,Klebsiella pneumoniae,2000,1000,3000,2000,1000,3000,1000,0,1000,980,490,1470,490,0,490
Americas,LRI and thorax infections,EN,Klebsiella pneumoniae,21000,11000,34000,83000,46000,129000,23000,12000,38000,40670,22540,63210,11270,5880,18620
Americas,LRI and thorax infections,LN,Klebsiella pneumoniae,6000,4000,9000,25000,17000,36000,7000,4000,10000,12250,8330,17640,3430,1960,4900
Americas,LRI and thorax infections,PN,Klebsiella pneumoniae,18000,13000,24000,75000,54000,100000,21000,14000,30000,36750,26460,49000,10290,6860,14700
Americas,LRI and thorax infections,1 to 4,Klebsiella pneumoniae,7000,5000,9000,30000,22000,39000,8000,5000,11000,14700,10780,19110,3920,2450,5390
Americas,LRI and thorax infections,5 to 9,Klebsiella pneumoniae,2000,1000,2000,6000,5000,8000,2000,1000,2000,2940,2450,3920,980,490,980
Americas,LRI and thorax infections,10 to 14,Klebsiella pneumoniae,1000,1000,2000,4000,3000,6000,1000,1000,2000,1960,1470,2940,490,490,980
Americas,LRI and thorax infections,15 to 19,Klebsiella pneumoniae,2000,1000,2000,5000,4000,7000,1000,1000,2000,2450,1960,3430,490,490,980
Americas,LRI and thorax infections,20 to 24,Klebsiella pneumoniae,2000,2000,3000,6000,5000,9000,2000,1000,3000,2940,2450,4410,980,490,1470
Americas,LRI and thorax infections,25 to 29,Klebsiella pneumoniae,2000,2000,3000,7000,6000,9000,2000,1000,3000,3430,2940,4410,980,490,1470
Americas,LRI and thorax infections,30 to 34,Klebsiella pneumoniae,3000,2000,4000,8000,6000,10000,2000,2000,3000,3920,2940,4900,980,980,1470
Americas,LRI and thorax infections,35 to 39,Klebsiella pneumoniae,4000,3000,5000,10000,8000,12000,3000,2000,4000,4900,3920,5880,1470,980,1960
Americas,LRI and thorax infections,40 to 44,Klebsiella pneumoniae,4000,3000,6000,11000,9000,14000,3000,2000,4000,5390,4410,6860,1470,980,1960
Americas,LRI and thorax infections,45 to 49,Klebsiella pneumoniae,6000,4000,8000,14000,11000,18000,4000,3000,5000,6860,5390,8820,1960,1470,2450
Americas,LRI and thorax infections,50 to 54,Klebsiella pneumoniae,10000,8000,13000,22000,18000,29000,6000,4000,9000,10780,8820,14210,2940,1960,4410
Americas,LRI and thorax infections,55 to 59,Klebsiella pneumoniae,14000,10000,19000,28000,21000,37000,8000,5000,11000,13720,10290,18130,3920,2450,5390
Americas,LRI and thorax infections,60 to 64,Klebsiella pneumoniae,17000,12000,23000,33000,25000,44000,9000,6000,13000,16170,12250,21560,4410,2940,6370
Americas,LRI and thorax infections,65 to 69,Klebsiella pneumoniae,18000,13000,24000,35000,27000,46000,10000,7000,13000,17150,13230,22540,4900,3430,6370
Americas,LRI and thorax infections,70 to 74,Klebsiella pneumoniae,18000,12000,26000,36000,26000,49000,10000,7000,14000,17640,12740,24010,4900,3430,6860
Americas,LRI and thorax infections,75 to 79,Klebsiella pneumoniae,17000,12000,22000,34000,26000,44000,9000,7000,13000,16660,12740,21560,4410,3430,6370
Americas,LRI and thorax infections,80 to 84,Klebsiella pneumoniae,15000,12000,19000,31000,25000,38000,9000,6000,11000,15190,12250,18620,4410,2940,5390
Americas,LRI and thorax infections,85 to 89,Klebsiella pneumoniae,12000,10000,15000,24000,19000,29000,7000,5000,9000,11760,9310,14210,3430,2450,4410
Americas,LRI and thorax infections,90 to 94,Klebsiella pneumoniae,7000,6000,9000,13000,11000,16000,4000,3000,5000,6370,5390,7840,1960,1470,2450
Americas,LRI and thorax infections,95 plus,Klebsiella pneumoniae,4000,3000,5000,6000,5000,7000,2000,1000,2000,2940,2450,3430,980,490,980
Americas,UTI,EN,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,UTI,LN,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,UTI,PN,Klebsiella pneumoniae,0,0,1000,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Americas,UTI,1 to 4,Klebsiella pneumoniae,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
Americas,UTI,5 to 9,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,UTI,10 to 14,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Americas,UTI,15 to 19,Klebsiella pneumoniae,0,0,0,1000,1000,1000,0,0,0,490,490,490,0,0,0
Americas,UTI,20 to 24,Klebsiella pneumoniae,0,0,1000,1000,1000,1000,0,0,0,490,490,490,0,0,0
Americas,UTI,25 to 29,Klebsiella pneumoniae,1000,0,1000,1000,1000,2000,0,0,0,490,490,980,0,0,0
Americas,UTI,30 to 34,Klebsiella pneumoniae,1000,0,1000,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Americas,UTI,35 to 39,Klebsiella pneumoniae,1000,1000,1000,2000,1000,2000,0,0,1000,980,490,980,0,0,490
Americas,UTI,40 to 44,Klebsiella pneumoniae,1000,1000,2000,2000,2000,4000,1000,0,1000,980,980,1960,490,0,490
Americas,UTI,45 to 49,Klebsiella pneumoniae,2000,1000,2000,3000,2000,5000,1000,1000,1000,1470,980,2450,490,490,490
Americas,UTI,50 to 54,Klebsiella pneumoniae,3000,2000,5000,6000,4000,8000,2000,1000,2000,2940,1960,3920,980,490,980
Americas,UTI,55 to 59,Klebsiella pneumoniae,5000,3000,7000,8000,5000,11000,2000,1000,3000,3920,2450,5390,980,490,1470
Americas,UTI,60 to 64,Klebsiella pneumoniae,6000,4000,8000,9000,6000,13000,3000,2000,4000,4410,2940,6370,1470,980,1960
Americas,UTI,65 to 69,Klebsiella pneumoniae,6000,4000,9000,10000,7000,14000,3000,2000,4000,4900,3430,6860,1470,980,1960
Americas,UTI,70 to 74,Klebsiella pneumoniae,7000,5000,10000,11000,8000,15000,3000,2000,4000,5390,3920,7350,1470,980,1960
Americas,UTI,75 to 79,Klebsiella pneumoniae,7000,5000,9000,11000,8000,15000,3000,2000,4000,5390,3920,7350,1470,980,1960
Americas,UTI,80 to 84,Klebsiella pneumoniae,7000,5000,8000,10000,8000,13000,3000,2000,4000,4900,3920,6370,1470,980,1960
Americas,UTI,85 to 89,Klebsiella pneumoniae,5000,4000,7000,8000,6000,10000,2000,2000,3000,3920,2940,4900,980,980,1470
Americas,UTI,90 to 94,Klebsiella pneumoniae,3000,3000,4000,4000,3000,5000,1000,1000,2000,1960,1470,2450,490,490,980
Americas,UTI,95 plus,Klebsiella pneumoniae,2000,1000,2000,2000,1000,2000,1000,0,1000,980,490,980,490,0,490
Eastern Mediterranean,Bacterial skin infections,EN,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,LN,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,PN,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,1 to 4,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,5 to 9,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,10 to 14,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,15 to 19,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,20 to 24,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,25 to 29,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,30 to 34,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,35 to 39,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,40 to 44,Klebsiella pneumoniae,0,0,0,0,0,2000,0,0,1000,0,0,980,0,0,490
Eastern Mediterranean,Bacterial skin infections,45 to 49,Klebsiella pneumoniae,0,0,0,0,0,2000,0,0,1000,0,0,980,0,0,490
Eastern Mediterranean,Bacterial skin infections,50 to 54,Klebsiella pneumoniae,0,0,0,1000,0,3000,0,0,1000,490,0,1470,0,0,490
Eastern Mediterranean,Bacterial skin infections,55 to 59,Klebsiella pneumoniae,0,0,0,1000,0,4000,0,0,1000,490,0,1960,0,0,490
Eastern Mediterranean,Bacterial skin infections,60 to 64,Klebsiella pneumoniae,0,0,1000,1000,0,5000,0,0,1000,490,0,2450,0,0,490
Eastern Mediterranean,Bacterial skin infections,65 to 69,Klebsiella pneumoniae,0,0,1000,1000,0,5000,0,0,2000,490,0,2450,0,0,980
Eastern Mediterranean,Bacterial skin infections,70 to 74,Klebsiella pneumoniae,0,0,0,1000,0,4000,0,0,1000,490,0,1960,0,0,490
Eastern Mediterranean,Bacterial skin infections,75 to 79,Klebsiella pneumoniae,0,0,0,1000,0,3000,0,0,1000,490,0,1470,0,0,490
Eastern Mediterranean,Bacterial skin infections,80 to 84,Klebsiella pneumoniae,0,0,0,1000,0,2000,0,0,1000,490,0,980,0,0,490
Eastern Mediterranean,Bacterial skin infections,85 to 89,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bacterial skin infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,EN,Klebsiella pneumoniae,0,0,0,1000,0,3000,0,0,1000,490,0,1470,0,0,490
Eastern Mediterranean,Bone and joint infections,LN,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,PN,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,1 to 4,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,5 to 9,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,10 to 14,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,15 to 19,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,20 to 24,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,25 to 29,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,30 to 34,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,35 to 39,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,40 to 44,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,45 to 49,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,50 to 54,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,55 to 59,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,60 to 64,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,65 to 69,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,70 to 74,Klebsiella pneumoniae,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Eastern Mediterranean,Bone and joint infections,75 to 79,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,80 to 84,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,85 to 89,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Bone and joint infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,BSI,EN,Klebsiella pneumoniae,41000,22000,67000,551000,311000,918000,170000,94000,290000,269990,152390,449820,83300,46060,142100
Eastern Mediterranean,BSI,LN,Klebsiella pneumoniae,23000,15000,33000,285000,189000,404000,87000,55000,129000,139650,92610,197960,42630,26950,63210
Eastern Mediterranean,BSI,PN,Klebsiella pneumoniae,15000,8000,24000,147000,82000,242000,44000,23000,75000,72030,40180,118580,21560,11270,36750
